,SMILES
21175,C[N@@H+]1CCN(CC1)[C@@H]1[C@H]([C@@H]([C@H]2CO[C@@H]1O2)NC(=O)NCC=C)O
21176,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)nc1O
21177,C[C@@H](C(=O)N[C@H]1CCN2[C@@H](C1)C(=O)N[C@@H](C2=O)CC(C)C)O
21178,CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])O)N=C(CCCCCCCCCCCCCCC)[O-])O
21179,CC(C)C[C@H](C(=O)[O-])NC(=O)[C@@H]1CC[C@@H](CC1)CNC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
21180,C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\CC[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1
21181,c1ccc(c(c1)C=NN=C(CSc1nc2ccccc2o1)O)C(=O)O
21182,CCCc1cc(NCc2ccccn2)n2c3ccccc3nc2c1C#N
21183,COc1cc2CCn3c(cc(=NCc4ccccn4)nc3O)c2cc1OC
21184,C[C@H](CCC(=O)N1CC[C@@H](CC1)CC(=O)OC)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]1[C@H]2[C@@H](C[C@H]2[C@@]1(CC[C@H](C2)O)C)O)O)C
21185,COC1=C(O)C(C)=C2C3OC(C4C3C(=O)C(O)CCC(C)=CC3C=C(C)C(C)C5C(CC(C)C)N=C(O)C35C4=O)C2=C1O
21186,COc1ccc(cc1)CCC(=O)/[NH+]=c/1\cc(O)oc2c1cccc2
21187,CC[NH2+]CCOc1cc(cc(c1O)OC)[C@@H]1[C@H]([C@H](C[C@@H](O1)CCc1ccc(c(c1)OCNC[C@H](C)O)O)O)CCO
21188,CCCn1c2c(c(=O)n(CCC)c1=O)nc(c1ccccc1)[nH]2
21189,CCCCC1(C(=O)NC(=O)NC1=S)CCCC
21190,c1cc[nH+]c(c1)N1CCN(CC1)CCCC(=O)c1ccc(cc1)F
21191,Nc(c(ccc1)C(C)C)c1C(C)C
21192,N12[C@H]([C@@H](CC[C@@H]1CCC[C@H]2/C=C/C=C/CCCCCC)OC(=O)C)C
21193,[C@@H]12[C@@]([C@H]1CC[C@](/C=C/C(=O)/C(=C\2)/C)(O)C)(CCC=C(C)C)C
21194,C#C[C@@]1(CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C)O
21195,[C@@]12([C@@](C(=O)OC)(C=CC[C@H]1[C@]1(C(=CC2)C(=O)O[C@@H](C1)c1cocc1)C)O)C
21196,[C@@H]1(C(=C(C(=O)O1)C)O)C/C(=C\CC[C@@H](/C=C/C=C(/CCCC1=CC(=O)N(C1)CCC(C)C)\C)C)/C
21197,C1[C@H]([C@@H]([C@@H]([C@@H]([C@@H]1[NH3+])O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)C[NH3+])O)O)N)O)O)[NH3+]
21198,c1ccc(cc1)OCc1cn(nn1)[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)N1CCOCC1
21199,c1ccc(cc1)CCCCCCCCC(=O)c1c(cc(cc1O)O)O
21200,C(C(O)(C)C)NC(=O)/C=C/C=C/CC/C=C\CCCCC
21201,CCOC(=O)c1c(oc2c1cc(c(c2)Br)OCc1cccc(c1)Cl)C
21202,CNC(=N)[N+]1=CCC[C@@]2(C1)[C@@H]1CC[C@@H]3[C@@]42C[C@@](C(=O)CCCC3)(C(=C4C1)C(=O)[O-])O
21203,Cc1c2cc3c(cc2oc(=O)c1CC(=O)N[C@H](CO)C(C)C)OC(CC3)(C)C
21204,CN(C)CC(=O)N1CCC2(CC1)CN(Cc1cccnc1)[C@H](CO)c1c2c2ccc(cc2[nH]1)OC
21205,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C1=CC(=O)OC1)O)CC[C@]1([C@@]3(CC[C@@H](C1)O[N+](=O)[O-])C=O)O
21206,[C@]12([C@@]([C@@H](c3cocc3)OC(=O)C2)(CC[C@H](C1=C)[C@@H]1[C@H](C(OC(=O)C=C1)(C)C)CC(=O)OC)C)O
21207,CC(C)c1ccc2c(c1)c(cc(=O)o2)C[NH+]1CCN(CC1)C(c1ccccc1)c1ccccc1
21208,C[C@@H]1CCC[C@H](CCC/C=C/c2cc(cc(c2C(=O)O1)O)OS(=O)(=O)[O-])O
21209,[C@H]1([C@H]([C@@H]([C@H]([C@@H](O1)O[C@H](c1ccccc1)CCC)O)O)O)C(=O)O
21210,C1CCC(CC1)N=C1C(=CC=C2C1=NC1(CCCCC1)N2O)N(=O)=O
21211,[C@H]1(N[C@@H]([C@H](CC1)O)C)CCCCCCCCCCCCC(=O)C
21212,CC[C@H]1C[N@@H+](CC[C@H]1CC(=O)Nc1nccs1)Cc1ccc(cc1O)OC
21213,CCC(=O)O[C@@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)C[C@H]([C@@H]4NC(=O)C)OC(=O)CC)C)C
21214,CCOc1ccc(cc1)c1n[nH]c(=NC2=NCCCCC2)o1
21215,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H](C)CCCCO[C@H]1CN(C)C)N=C(Nc1c(C)noc1C)O
21216,N([C@H](C(C)C)O)C(=O)/C=C/C=C/CC/C=C\C/C=C/CC
21217,C[N@+]1(CCc2c(c(c3c(c2C(=O)/C=C/c2cccc(c2OC)OC)OCO3)OC)C1)CC(=O)OC
21218,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
21219,CC(CCCO)CCCC(C)\C=C\C=C(/C)CCOC(=O)C1=C(CO)NC2=CC=CC=C12
21220,[C@@]123[C@]4(C2)[C@H](C([C@H](CC4)OC(=O)CCCCCCC/C=C\CCCCCCCC)(C)C)CC[C@H]1[C@]1([C@](CC3)([C@H](CC1)[C@@H](CC[C@H](C(=C)C)CC)C)C)C
21221,[C@]12([C@H](O1)[C@H](C(/C=C/C(=O)[C@](C[C@H](C2)O)(O)C)(C)C)O)C
21222,Cc1ccc(cc1)Nc1nc(=NCCO)nc([nH]1)N1CCCC1
21223,[H][C@]1(OC(=O)[C@@H](C)NC(=O)C[C@@H](O)C[C@H](O)[C@H](C)C[C@H]1C)[C@@H](C)C[C@H](C)[C@H](O)[C@H](C)[C@H](O)C[C@H](C)OC(C)=O
21224,[C@]123[C@H]4[C@]([C@H]([C@@H]1[C@@]1([C@H](N4CC)O[C@H]3CC1)C)OC)([C@@]1([C@@H]3[C@H]2C[C@@H]([C@@H]3O)[C@H](C1)OC)O)O
21225,c1ccc(cc1)c1cn(nn1)[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)c1ccco1
21226,[C@@H]12N(C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@H](CC)C)Cc1ccccc1)C)CCC2
21227,CCCCCCCc1c(C=O)c(c(CC=C(C)C)cc1O)O
21228,CC1(OC[C@@H](O1)[C@@H]1[C@@H]([C@@H]2[C@@H](O1)OC(O2)(C)C)O)C
21229,C[N@H+]1CCCN(CCNC(=O)CC(=O)NCC1)C
21230,C1(=CCCC[C@H]1N)CC(=O)O
21231,CCCc1nc2ccccc2c(=O)n1c1ccc(cc1)C(=O)[O-]
21232,C[C@@]12C(=O)[C@]3(C[N@@H+](C1)[C@@H](N(C3)C2)c1cc(ccc1)N)C
21233,[C@@]12(C3=CC[C@H]4[C@H]([C@@H]3C[C@H]1O[C@@]1([C@H]2C)NC[C@@H](CC1)C)CC=C1[C@@]4(CC[C@@H](C1)O)C)C
21234,C[C@H]1[C@H]([C@H]([C@H]([C@H](O1)Oc1cc2c(c(c1Cc1cccc(c1C=O)C1(CCCCC1)O)O)C(=O)c1c(cc(c(c1C2=O)/C=C/c1cccc(c1)CCO)OC(=O)C)CO)O)O)O
21235,CCCCCCCCCCCC(O)CCCCC(C)CC(C)\C=C(/C)C(=O)C(C)C(=O)OC(CO)C(O)C(O)C(O)=O
21236,Cc1cccc(c1NC(=O)c1cncc(n1)Cl)C
21237,Cc1cc([nH+]c(c1C(=O)[O-])C)C
21238,CC(C)NC(=O)N1CCN[C@H](C1)C(=O)N[C@H]1CCCNC1=O
21239,c1c[nH+]c(cc1c1nc(on1)[C@@H]1CCC[N@@H+]1C1CCC1)N1CCCC1
21240,CC(C)C(=C)CC[C@H]([C@H]1[C@@H](C[C@@]2([C@@]1(CC=C1C2=CC[C@H]([C@]1(C)CCC(=O)[O-])C(=C)C)C)C)O)C(=O)[O-]
21241,C[C@H](C(=O)OC)NC(=O)[C@H]1CN(CCN1C(=O)C1CC[NH2+]CC1)C(=O)C
21242,CC[C@H](CCc1ccc(cc1)C[C@H]1C=C([C@H](C[C@@H]1[C@](C)(CO)O)O)C)OC
21243,C1(c2c(cc(c(c2)O)O)CCN1C(CO)CO)(C)C
21244,C[C@@H]1CC[C@H](C=C1)[C@H](CC(=O)CCc1ccc(c(c1)OC1CCCC1)O)O
21245,c1ccc(cc1)C(=O)N[C@H]1C[C@H]2C(=O)NC[C@@H](CCC(=O)N3CCCCC3)[N@@H+]2C1
21246,CC[C@H]([C@@H]1C=CC[C@H]2N1CCC[NH2+]CCCCNC(=O)C2)O
21247,n1(c(cc(=O)c2c1cccc2)CCCCCCCCC)O
21248,[C@@]12([C@]3(C(=CC[C@H]1[C@]([C@H](CC2)C(C(=O)OC)(C)C)(CC(=O)OC)C)[C@H]1[C@](C[C@@H]3O)(C(=O)OC)CC[C@H]([C@]1(O)C)C)C)C
21249,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(C)cn1)N(C)C
21250,CCCCC[C@H](C[C@H](CC(=O)CCc1ccc(c(c1)OCN)O)O)c1cc(c(c(c1)OC)O)O
21251,[C@@H]1(C(C(=CC=C1C)C=O)(C)C)OC
21252,C[C@@]12CCSSC3(CCCCC3)[C@]3(CCCC4=C5[C@]1(CC4=O)[C@@H]([C@H](C[C@@H]2C5)CO)CCCCO)CCNC(=[NH+]3)N
21253,C(C(COC(=O)CCCCCCCCC/C=C\CCCCCC)O/C=C\CCCCCCCCCCCCCC)OP(=O)(O)OCCN
21254,C[N@@+]12CCCC[C@H]1[C@H](CCC2)COC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1
21255,c1ccc(cc1)[C@H]1[C@@H](CO)N(Cc2cccnc2)C21CN(CCC(F)(F)F)C2
21256,Cc1ccc2c(c1)C([C@]1(N2CCC(=O)N1)/C=C/c1ccc(c(c1)OC)OCC=C)(C)C
21257,Cc1c2cc3c4c(oc3c(c2oc(=O)c1CCC(=O)NC(C)C)C)CCCC4
21258,C[C@]12CCCC[C@]31NC(=O)CN3c1c2cccc1
21259,CC(=O)N1CCC(CC1)[N@@H+]1C[C@@H](C[C@H]1c1nc(no1)Cc1ccccc1)O
21260,[C@@]1([C@H]2[C@@H](C(=CC2)C)C[C@@H](CC1)[C@@H](CCC=C(C)C)C)(OC)C
21261,CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(=O)OC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C(c2ccccc2)O)C(=O)N2CCCC2C(=O)N1)C(C)(C)O
21262,C/C=C/CC/C=C/CCC(=O)O
21263,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1[C@H](CC(=O)O2)O
21264,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@@H]4C[C@@H](C[C@]5(C[C@H](O)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@H](C=C(C)[C@H]1O)[C@@]23O
21265,CC(C)C1CCC(CC1)C(=N[C@H](Cc1ccccc1)C(=O)O)O
21266,C12=CC(=C(C)C)CC=C(C1=CC=C2CO)C
21267,C[C@H]1C(=O)N(C(=O)N1)c1ccc2ccc(=O)oc2c1
21268,[C@]12([C@@](O1)([C@@H]([C@H]([C@@H](C(O)(C)C)C)C)OC(=O)C)C)[C@@]1([C@@H](CC2)[C@H]2[C@H](CC1)[C@@]1([C@@H](CC2)C[C@@H](CC1)O)C)C
21269,CC(C)C(C)C(O)C(=O)[C@@H](C)[C@H]1CC[C@H]2[C@H]3C(=O)[C@@H]4O[C@@]44C[C@H](CC[C@]4(C)[C@]33O[C@@H]3C[C@]12C)OC(=O)C(O)C(C)(C)O
21270,CCO[C@H]1C[C@@H]2[C@]3([C@H](C[C@H]([C@@]4([C@H]3[C@H]([C@H]([C@]2(C2=C([C@H](C[C@H]2O1)c1ccoc1)C)C)OC(=O)/C(=C/C)/C)OC4)C)OC(=O)C)O)C
21271,CCN1C[C@]2(C)CCC[C@]34[C@@H]2CC([C@@H]14)[C@@]12CC[C@H](C(=C)[C@H]2O)[C@@H]([C@@H]31)O
21272,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)[C@](C(=O)OC)(CCC4)C)C)CC[C@@H]1[C@@]1([C@@H]([C@H](C2)OC(=O)C)[C@H](CC1)C(O)(C)C)C)C)C
21273,C[NH+](C)CCNc1c2cnn(c2ncn1)c1ccccc1
21274,Cn1c(cc(n1)c1ccc(cc1)OC)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2CNS(=O)(=O)c1ccccc1
21275,c1cc(cnc1)C(=O)N1CCNC[C@@H]1C(=O)N[C@H]1CCCNC1=O
21276,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)[O-])O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)OC(=O)/C=C/c1ccc(c(c1)OC)OC)O
21277,C\C=C\C(O)C1OC(=O)CC1NC1=CC=C(C=O)C=C1
21278,C[C@@]12CC[C@@H](C1(C)C)[C@H]([C@H]2N(C)N=O)N(C)N=O
21279,Cc1cc(=O)c2c(o1)cc1c(c2OC)C[C@H](O1)C(C)(C)OOC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
21280,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@@H]5O)[N@+]3([C@@H]1O)CC)c1ccccc1N4C
21281,CCn1cc(c2c1ccc(c2)OC)/C=C/1\C(=O)c2ccc(cc2O1)OCC=C(C)C
21282,CCC(=O)N1[C@H](CO)[C@@H](c2ccccc2)C21CN(C2)C(=O)c1cnccn1
21283,CC1=C2[C@@H]3[C@@H](CC[C@]2(C=CC1=O)C)[C@H](C(=O)O3)C[N@H+]1CC[C@@H](CC1)Cc1ccccc1
21284,C[C@H]1C(=O)N/C(=C\C2=C(NC3=C2C=CC(=C3)CC=C(C)C)C(C)(C)C=C)/C(=O)N1
21285,C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC1=C/C(=N/OCC(=O)NC[C@@H](CC(=O)[O-])c2ccccc2)/CC[C@]31C
21286,C[N@H+](CCc1ccccn1)[C@H]1[C@H](O[C@H]([C@H]1O)CO)C[NH2+]Cc1ccccn1
21287,CC1=C(O)C(O)=C(O)C2=C1C(=O)C1=C(O2)C=C(O)C=C1O
21288,CC(C)c1ccc(cc1)/C=C/C(=O)N1CC[C@]2(CCCC[C@H]2[C@@H]1c1ccc(cc1OC)OC)O
21289,CC(=C)COc1cc([O-])c(c2c(cncn2)c2ccccc2)cc1
21290,OC[C@H](O)[C@@H](O)CC1=NC(=CN=C1)C1=CC=CO1
21291,[C@]12([C@H](C(=C)[C@H](CC1)OC(=O)/C(=C/C)/C)C[C@@H](CC2)[C@H](C(=O)OC)C)C
21292,[C@@]12([C@@H]([C@H]([C@]3([C@@H](OC(=O)[C@@H]3C)/C=C(\[C@@H](C[C@H]1OC(=O)C)OC(=O)C)/C)O)OC(=O)C)[C@H]([C@H](C[C@@H]2OC(=O)C)O)C)C
21293,c1ccc2CC(Cc2c1)N=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](CN2C(=O)c2cccnc2)O)O1)O
21294,[C@@]12([C@H](C(CCC2)(C)C)CCc2c1cc(c(c2)C(C)C)OC)C(=O)ON(C)C
21295,[C@@H]12C[C@@]3([C@](C=C[C@H]3C)([C@]3([C@@]1(C(=O)OC3)O)C)O)[C@H](C(=O)O2)O
21296,CCCC[N@+]1([C@@H]2CC[C@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1)C
21297,COc1c(cc2c(c(=O)cc(c3ccccc3)o2)c1O)[O-]
21298,CC(=CCc1c(cc(c(c1O)C[C@H](C(=C)C)O)O)CCc1ccccc1)C
21299,C[N@H+]1[C@@H]2CC[N@H+]([C@@H]2C(=O)NC[C@@H]1CCC(=O)OC)Cc1cccc(c1)Cl
21300,c12n([C@@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)cnc1c(nc(n2)SC)NCCC(C)C
21301,[C@@]12([C@@H]([C@H]3[C@H]([C@@H]([C@H]([C@@H]1[C@H](C[C@H]2O)OC(=O)/C(=C\C)/C)C)O)OC(=O)C3=C)OC(=O)C)C
21302,C[C@@]1(C[C@H]2CC(=O)[C@]34[C@]2(CCC[N@@H+]4CCC3)[C@H](C1)O)O
21303,CC(O)CCC\C=C\C=C(/C)\C=C\C(O)=O
21304,CC(=O)O[C@H](CCc1cc(c(cc1c1cc[nH+]c(c1)N)O)OC)C[C@H]([C@@H]1C=C[C@@H]2CCC[C@H]1C2)OC(=O)C
21305,C[C@H]1c2cc(c(cc2CCN1)O)OC
21306,C[C@@H]1[C@H](CN(C)C(=O)c2cccc(C#N)c2OCC[C@@H]2CC[C@@H]([C@H](CN(C)C1=O)O2)OC)OC
21307,c1cc(cnc1)[C@H]1CCCC[N@@H+]1CCO
21308,CC(=O)NC1C(C(C(OC1O)CO)O)O
21309,CC/C=C\C/C=C\C/C=C\CCCCCC[C@H](C(=O)O)OO
21310,CC(C)(C)c1ccnc(n1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2[NH2+]Cc1ccccc1
21311,CCCCOc1ccc(cc1)C(=O)CC[NH+]1CCCCC1
21312,c12c(c(co1)C)C/C=C(/C(=O)O)\CC/C=C(/C2)\C
21313,[C@@]([C@@H]1CCC(=CC1)C)(C/C=C/C(C)C)(N=C)C
21314,[C@@]1([C@@]2([C@H]1[C@H](C(=C2)C)C(=C)C(=O)CC)C)(c1c(c(=O)c(c(o1)OC)C)C)C
21315,C(=C(\CC/C=C(/CO)\C)/C)/[C@H](C/C(=C/CO)/C)OC(=O)C
21316,N1(C(=O)CCCCCCCCC)C[C@@H](C[C@@H](OC(=O)/C(=C/CO)/C)C)CC1
21317,COCc1cn(nn1)[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2[NH2+]CC1CCCCC1
21318,C[C@]12CCCC(=C)[C@@H]1C[C@H]1[C@@H](C2)OC(=O)[C@H]1C[N@H+]1CCC[C@@H]1C(c1ccccc1)(c1ccccc1)O
21319,[C@H]1([C@](CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)(O)C)CC(=O)C(=CC1)C
21320,c1(c(cc(cc1OC)C(=O)O[C@H]1C[C@@H]2N([C@H](C1)CC2)C)CC=C(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
21321,[H][C@@]1(CCC2=C3C=CC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\C(=C)C(C)C
21322,COCC(=O)N1CCN(C[C@H]1C(=O)N[C@H]1CCCNC1=O)C(=O)c1ccccc1
21323,CC(O)CCCC1=CC2=C(C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CO1)C1=C2C[C@]3(CCCC(C)O3)OC=C2C(=O)[C@@](C)(OC(C)=O)C1=O
21324,CC(=O)NCCNC(=O)C[C@@H]1CC[NH2+]C[C@@H]1Cc1cc(on1)c1ccccc1
21325,CC(C)C#Cc1ccc(cc1)[C@H]1[C@@H]2CN(CC(=O)N2[C@@H]1CO)C(=O)COC
21326,Cc1cc(c2c(c1)c(cc(=O)o2)C[N@H+](C)CCO)C
21327,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(CCC(=O)O)O
21328,C/C(=N\NC(=N)N)/C=N/NC(=N)N
21329,C[C@@H]1CN([C@@H](C)CO)C(=O)CCCn2cc(CO[C@H]1CN(C)C(=Nc1cccc(c1)Oc1ccccn1)O)nn2
21330,[C@@]12([C@H]([C@@](C(=O)O)(CCC2)C)CCc2c1ccc(c2[C@@H](CO)C)O)C
21331,CC(=O)c1ccc2c(c1)N(c1ccccc1S2)CCC[NH+](C)C
21332,[C@@H]12[C@@H](C(=CC2)C)C=C(CC[C@@]1(O)C)/C(=C/CCC(C)C)/C
21333,[C@]12([C@@H]([C@@H]3[C@@H]([C@H](C[C@]1(O)C)OC(=O)[C@@H](CC)C)[C@@H](C(=O)O3)C)[C@@](C=C2)(O)C)O
21334,c1(c(oc(=O)cc1OC)CC)C
21335,[C@@H]12[C@H](C(=C)C(=O)O1)CC/C=C/CC/C(=C/2)/C
21336,[C@@]12([C@H](C[C@@]3([C@@]4([C@H](C(C[C@@H](C4)O)(C)C)CC[C@]3(O)C)C)O)C(=CC[C@H]1C(=O)C(=CC2=O)OC)C)c1oc2c(c(=O)c1)c(cc(c2)O)O
21337,CCCCC[C@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO
21338,CCCCc1c2c(oc(=O)c1)c1c(cc2OCC(=O)NC[C@H]2[C@@H]3[N@@H+](CCC2)CCCC3)OC(CC1)(C)C
21339,[C@@]1(OC(=O)C=C1)(CCc1cc(c(cc1)O)OC)OC
21340,C[C@]12c3ccccc3[C@](CCC(=O)O)(c3ccccc13)OO2
21341,C(=C\CCN=C=S)/[S@@](=O)C
21342,CC(C)[C@](C)(C(=O)N)NC(=O)Cc1ccccc1
21343,CCCCC[C@@H](/C=C/[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)NCc1cccc(c1OC)OC)O
21344,CC[C@@H](C)[C@H](N)C(=O)N(C)[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)NC1=C(C=CC=C1)C(O)=O
21345,CC1=C[C@H]([C@@H](C[C@H]1CC(=O)Nc1ccccn1)C(C)C)CNC(=O)c1ccco1
21346,c1cc(ccc1[C@@H]1CC/C(=C\CCC(=O)[O-])/C[C@H]1CCCCC[C@H](C=O)[C@H]1CCC(=C1)CC[NH3+])O
21347,C[C@@H](CO)NC(=O)C(\C)=C\C=C\C=C/C(/C)=C/C(/C)=C/[C@@H](C)[C@@H](O)C(\C)=C\[C@@H](C)CCC1=CC=CC=C1
21348,C[C@H]1CCCC(=O)CCC/C=C/c2cc(cc(c2C(=O)O1)OC[C@@H](CN1CCOCC1)O)OCc1ccccc1
21349,Cc1ccc(cc1F)c1nc(on1)[C@@H]1C[C@H](C[N@H+]1Cc1ccncc1)O
21350,CC(C)[C@H](C(=O)[O-])[NH2+]C/C=C/c1ccccc1
21351,c12c(N=C(C(C1=O)O)CCCCCCC)cccc2
21352,Cc1c(c(n(n1)Cc1ccccc1)C)[C@H]1C[C@@H](C=C1)NC(=O)NC1CCCCC1
21353,COc1cc(ccc1O)CCC(=O)/C=C/CCc1ccc(c(c1)O)O
21354,[C@@]123[C@H]4[N@@+](CC3)(C[C@@H]([C@H](C4)C(=C1Nc1c2cccc1)C(=O)OC)[C@H](O)C)C
21355,Cc1c(CCN=C(C)O)c2cc(c(cc2[nH]1)Cl)OC
21356,CC(C)CC1C(=O)N2CCCC2C(=O)N(C)C(Cc2ccc(cc2)OC)C(=O)OC(C)C(C(=O)NC(C(C)C)C(CC(=O)OC(C(C)C)C(=O)N1)O)NC(=O)C(CC(C)C)N(C)C(=O)C1CCCN1C(=O)C(C)O
21357,CCCCCC(C)(C)OC(=O)[C@](C(F)(F)F)(OC([C@](C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F
21358,Cc1cc(c(c2c1CC[C@H](C2)[C@H](C)C(=O)N1CCSCC1)C)OC
21359,[C@@H]12[C@@](c3c(C(=O)C2)cc(cc3)C(C)C)(CCC[C@]1(COC(=O)CCC(=O)O)C)C
21360,C1C[C@@H](C(=O)C[C@H]1C(=O)O)O
21361,c1ccc(cc1)CC1CCN(CC1)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(C4=CCCCC4)c3=O)[C@H]2N1
21362,[C@]12([C@@]([C@H](CC2)[C@@H](C(=O)CC=C(CO)CO)C)(CC=C2C1=CC[C@@H]1[C@@]2(CCC(=O)C1(C)C)C)C)C
21363,COc1cc2c3ccccc3oc2cc1NC(=O)N1CCCC[C@@H]1c1cccnc1
21364,[P@@](=O)(OCC[N+](C)(C)C)(OC[C@@H](COCCCCCCCC/C=C\CCCCCC)O)[O-]
21365,N1(C(=O)[C@@H](N)C(C)C)[C@@H]([C@H](OC(=O)C)CC1)[C@H](CC(=O)O)O
21366,[C@@]12([C@H](C3=CC[C@@H]4[C@@]([C@H]3C[C@H]2O)(CC=CC4)C)CC=C1C(=O)C)C
21367,c1(c(cc(/C=C/C(=O)NCCCCN)cc1OC)OC)O
21368,CS[C@H]1CCCCCCCC[C@@H]2COC[C@@H]2[C@@H]1N1CCOCC1
21369,N12[C@H]3c4cc(c5c(ccc(CC[C@@H](C[C@H]2CCC[C@H]1C[C@@H](C3)OC(=O)C)OC(=O)C)c5)OC)c(cc4)OC
21370,Cc1c(c(=O)c2ccc(cc2o1)OCC(=O)O[C@@H]1CC[C@@]2([C@@H]3CC[C@@]4(C[C@@H](CC[C@@H]4[C@@H]3CC=C2C1)[C@@H](C)CCCC(C)C)C)C)Oc1ccccc1
21371,CC(C)(C)CN1CC[C@@H]2[C@H]1C(=O)NC[C@@H]([N@H+]2C)CCC(=O)NCc1cccs1
21372,C1CC2CC(CC(C1)C2=O)C(=NNc1ccc(cc1)N(=O)=O)O
21373,O=C1/C=C\SN1CCCCCCCC
21374,C[N@@H+](CCc1ccccn1)[C@@H]1[C@H]([C@@H]([C@H]2CO[C@@H]1O2)[NH2+]Cc1ccccc1)O
21375,[C@]123[C@](C4=CC=C[C@]5(C=C4[C@H]1C2)C([C@H](CC5)NC)(C)C)(CC(=O)[C@H](C3)CC)C
21376,C[C@H](CCC(=O)Nc1cccc(c1)SC)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]1[C@H]2CC[C@H]2[C@@]1(CC[C@H](C2)O)C)O)C
21377,Cc1ccc(cc1)S(=O)(=O)NCCCCCC(=O)Oc1ccc2c(c(c(=O)oc2c1C)C)C
21378,COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1
21379,c12c(cc3c(c1O)COC(=C3)/C(=C/[C@@H](CC)C)/C)cc(c(=O)o2)OC
21380,Cn1c2cc(ccc2c2c1[C@@H](CO)N(Cc1cccc(c1)F)CC12CCN(CC1)C(=O)Cc1ccccc1)OC
21381,Cc1ccc(c(c1)[C@H]1C=C(NC(=O)NN1)c1c(=O)c2ccccc2n(c1[O-])C)C
21382,c1cc(ccc1[C@@H]1CC/C(=C\CCC(=O)[O-])/C[C@H]1CCCCCC[C@H]1CCC(=C1)CC[NH3+])O
21383,[C@H]12[C@]([C@H]3[C@](C[C@@H]2O)([C@H](CC3)[C@@H](C/C=C(\C(C)C)/COC(=O)C)C)C)(CC[C@@H]2[C@@]1(CC[C@@H]([C@H]2C)O)C)O
21384,c12c(ccc(c1)/C=C/CCCCCCCC/C=C/C=C/C(=O)NCC(C)C)OCO2
