,SMILES
20964,C[N@@H+]1CCN(CC1)[C@H]1[C@H](O[C@H]([C@H]1O)CO)C[NH2+]Cc1cccc(c1)Cl
20965,COC[C@H]1CCCN1C(=O)CC[C@@H]1CNC(=O)[C@H]2N1C[C@H](C2)[NH2+]Cc1ccc(cc1)OC
20966,C/C/1=N\CC/N=C/CC([NH2+]CCNC(C1)(C)C)(C)C
20967,c12c(c(c(c(c2)OC)OC)OC)ccn(c1=O)C
20968,CCCCC1(C(=NC(=S)NC1=O)[O-])CCCC
20969,[C@]12([C@@H]3C(=C[C@@H]([C@H]1[C@H]([C@H](CC2)O)OC(=O)C)OC(=O)C)[C@H]1[C@](CC3)([C@H](CC1)[C@]([C@H](C[C@@](C(C)C)(C=C)O)O)(O)C)C)C
20970,C[C@@H]1CCN(CC1)C(=O)C[C@@H]1c2c(sc(n2)NC)C[C@H]2[C@]1(CC[C@H]([C@@]2(C)CO)O)C
20971,[C@@H]([C@@H]([C@H](OC)C=O)O)([C@@H](COC)O)OC
20972,COc1cccc(c1)c2[nH]c(cc3c4ccccc4nc23)C(=O)NCC5CCCO5
20973,CCN(C)C(=C[N+](=O)[O-])NCC1=CN=C(C=C1)Cl
20974,COC[C@H]1CCCN1C[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2CNC(=O)Nc1cccc(c1)SC
20975,CC(C)NC(=O)N1CCC[C@H]([C@@H](C1)NC(=O)c1ccc(cc1)OCc1ccc(cc1)F)O
20976,Cc1ccc(cc1)c1nnc(o1)C[C@@H]1C[C@H]([C@@H](C=C1C)C[N@H+]1CC[C@@H](CC1)C(=O)N)C(C)C
20977,CC(C)[C@@H](CC(=O)N1CCCC1)c1ccc(cc1)OC(C)C
20978,C\C(CO)=C/CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC(=O)\C=C\C(O)=O
20979,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)C([C@H](CC4)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)NC(=O)C)(C)C)C)CC=C1[C@@H]1[C@](CC2)(C(=O)O)CCC(C1)(C)C)C)C
20980,CC(C)[C@H](CC(=O)NCC[C@H](c1ccc(cc1)OC(C)C)c1ccccc1OC)c1ccc(cc1)OC(C)C
20981,CCOC(=O)C1=C(NC(=O)N[C@@H]1c1ccco1)C
20982,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)Oc1c(ccc(c1)C)C
20983,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)NCC4CCC(CC4)C(=O)O
20984,[C@@]123[C@]4(C2)[C@H](C([C@H](CC4)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)(C)C)CC[C@H]1[C@]1([C@](CC3)(C2=C([C@@H]1O)O[C@H](C[C@H]2C)[C@@H](C(O)(C)C)O)C)C
20985,COc1ccc(cc1OC1CCOC1)C1=Nn2c(c3ccccc3C(F)(F)F)nnc2SC1
20986,C[C@@H](C(=O)NCc1ccc(cc1)F)NC(=O)[C@@H]1CCN(CC1)C(=O)[C@H](Cc1ccccc1)[NH3+]
20987,C1(=C(C[C@H](CC1(C)C)O)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/c1c(c(c(cc1)C)C)C)\C)\C)/C)/C
20988,CCCCC/C=C\C=C\[C@H](CCCCCCCC(=O)O)OO
20989,c1(c(ccc(c1)C(=O)O)OC)C/C=C(/CCC=C(C)C)\C
20990,Cc1ccc(cc1Cl)NC(=O)CCc1c(c2cc3c(c(oc3cc2oc1=O)C)C)C
20991,C[C@H]1CCC[C@]2(C1=C[C@H]1[C@@H](C2)OC(=O)[C@@H]1C[N@H+](CCCO)Cc1ccc(c(c1)OC)OC)C
20992,[C@]12([C@]([C@H](C[C@H]3[C@H]1CCC1=CC(=O)C=C[C@]31C)OC(=O)C)(O)C)O[C@@](CC2)([C@H](C(=O)CCC(C)C)C)O
20993,CC=Cc1ccc(cc1)C1[C@@H]2CNC[C@H]1N2C(=O)Nc1ccc(cc1)C(F)(F)F
20994,CCN(CC)C(=O)c(c1)c(OC)ccc1
20995,CCN/C=C\1/CCCCC1=O
20996,CC(C)NC(=O)CC[C@@H]1CNC(=O)[C@H]2[N@H+]1C[C@H](C2)NCc1ccc(cc1)OC
20997,C[N@H+]1CC[C@@H](CC1)NC[C@@H]1[C@@H]([C@@H]([C@@H](O1)CO)O)N1CCN(CC1)c1ccccc1OC
20998,c1(=O)cc(c2c(n1C)c(OCC(C(O)(C)C)O)ccc2)O
20999,C[C@@H]1CCN(CC1)C(=O)C[C@H]1[C@@H]([C@@H]([C@H](O1)CNC(=O)COC)O)O
21000,c1([C@H]([C@@](c2ccc(c(c2)OC)O)(OCC)C)COC(=O)C)cc(c(cc1)OC(=O)C)OC
21001,CCCCCCCCCC(=NN=C(c1c(c2ccccc2n(CC)c1=O)O)O)O
21002,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OCC(=O)c1ccc(cc1)OC)O)O)O
21003,[C@@H]12[C@@]3(C(=CC[C@H]1[C@H]1[C@](CC2)([C@H](CC1)C(=O)C)C)C[C@H]([C@@H](C3)O)N(C)C)C
21004,c1ccc(cc1)S(=O)(=O)N1CCN2[C@H](C1)C(=O)N(C2=O)CCO
21005,CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)O)O
21006,[C@@]12([C@H]([C@H](CCC2)COC(=O)C)CCC(=C)[C@@H]1CC/C(=C/C(=O)O)/C)C
21007,CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1CNCCO1
21008,[C@@]12([C@H]([C@H](CCC2)C(=O)O)C=CC(=C)[C@@H]1C/C=C(/C=C)\C)C
21009,Cc1ccc2c(c1)c(nc(n2)N/C(=N/C(=O)C)/N)C
21010,C1CCC(CC1)CN1[C@@H]2[C@H]3C[C@H]([C@@H]([C@@H]2NC1=S)OC3=O)O
21011,Cc1ccc2c(c1)[nH]c(n2)N1CCN(C)CC1
21012,CCCOC(=O)Cc1c(=O)c2ccccc2n(c1[O-])C
21013,C[C@H]1[C@@H](CC[C@@]2([NH2+]1)CC[C@H]1C[C@@H]2C[C@H]2[C@H]1CCCCC[C@](C[NH2+][C@@]1(C[C@@H](Cc3cccc(c3)C2)N[C@@H](C1)[NH3+])C)(CC(=O)[O-])O)O
21014,c1ccc(cc1)NC(=O)CC[C@@H]1CNC(=O)[C@@H]2C[C@@H](C[N@@H+]12)NC(=O)c1cccs1
21015,C[C@H](O)C[C@@H]1CC[C@@H](O)\C=C\C(=O)O[C@H](C[C@H](C)O)CC[C@@H](O)\C=C\C(=O)O1
21016,C[C@@H]1CC[C@@]2([C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@H](C[C@H]([C@]6(C)[C@H]5CC[C@]34C)O[C@H]3[C@@H]([C@H]([C@H]([C@@H](C)O3)O)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@H](C)O3)O)O)O)O)O2)OC1
21017,CC1CCCC(O)\C=C\C2C(O)CC(O)CC2\C=C\C=C/C\C=C\C=C/C(=O)O1
21018,[C@]123[C@@H]([C@]([C@H](N=C2)O)(CCC3)C)[C@@H]([C@H]([C@@]23[C@H]1C[C@@H](C(=C)C2)CC3)OC(=O)C)OC(=O)C
21019,C[C@H]1[C@@H](C[C@H]([C@H](OCCCCCC/C=C/C(=O)O)O1)O)O
21020,CCCC[C@]12CN(C[C@](C1=O)(CN(C2)C(=O)CC)C)C(=O)CC
21021,CC[NH+]1CCN(CC1)Cc1c(ccc2c1oc(=O)c(c2)c1ccccc1)O
21022,c1(c(OC(=O)CCc2ccccc2)ccc(c1)/C=C/C(=O)O)CC=C(C)C
21023,c1(cc(ccc1)OC)/C=C/C(=O)N1CCCC1
21024,Cn1c(cc(n1)c1ccc(cc1)OC)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2COC(=O)NC1CCCCC1
21025,[H][C@@]1(CC2=CC=CC=C2)NC(=O)[C@]23[C@@]1([H])[C@]([H])(C)C(=C)[C@@H](O)[C@]2([H])\C=C\C[C@]([H])(C)C[C@@](C)(O)\C=C\[C@@]3([H])OC(C)=O
21026,CC[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2CNC(=O)CC(C)(C)CC(=O)[O-]
21027,C[C@@H]1[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)CC(=O)N)CC(=O)N)C(C)C)NC(=O)/C=C/C=C/C=C/C=C/C2=CC=C(C=C2)O
21028,CCN(CC)C(=O)CC[C@H]1CNC(=O)[C@@H]2[C@H]([N@@H+]1C)CCN2[C@@H]1CC[N@H+](CC1)C
21029,CN1[C@@H]2CC[N@H+]([C@@H]2C(=O)NC[C@@H]1CCC(=O)N1CCOCC1)CC1CC1
21030,CC(C)(C)c1c(c(cc([nH+]1)CO)CO)[O-]
21031,[C@@]123[C@H]4[C@H](C[C@@H]2[C@](CN4CC)(CC[C@@H]3O)CO)[C@@]2([C@@H]3[C@H]1C[C@@H]([C@@H]3O)[C@H](C2)OC)OC
21032,CCCn1cnc2c1CN([C@@H](C2)C(=O)OC)C(=O)c1cccs1
21033,[C@]12(c3c(c(c(cc3)O)C(C)C)CC[C@H]1C(CC[C@@H]2O)(C)C)C
21034,[C@H]([C@H](c1ccc(cc1)OCCN(CC)CC)CC)(c1cc(c(cc1)OCCN(CC)CC)O)CC
21035,[C@@]123[C@H]4[C@](C[C@@H]2[C@](CN4CC)(CC[C@@H]3OC)COC)([C@@]2([C@@H]3[C@H]1C[C@@H]([C@@H]3OC(=O)C)[C@H](C2)OC)O)O
21036,[H][C@@]12CC[C@H](O)N1C(=O)C1=C(C=C(O)C(OC)=C1)N=C2
21037,C[C@H]1[C@H](c2ccccc2)OCCN1C
21038,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=O)[C@H]2C/C=C/1\[C@@H](COC1=O)O)(C)CO)O
21039,Cc1cc(ccc1N[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)[N+](=O)[O-]
21040,Cn1c2cc(ccc2c2c1[C@@H](CO)N(CC12CCN(CC1)CC1CCCC1)C(=O)C1CCC1)OC
21041,c1cc2c(c(c(c(c2c(c1)O)O)O)CCc1ccc(cc1)C[NH2+]CCC1=N[CH+]N=C1)/C=C/c1ccc(c(c1)O)O
21042,CC(C)[C@H]1COCn2c(CC[C@H](C)C(=N1)O)cnn2
21043,c1ccc(cc1)Cn1c(c(nn1)CO)N
21044,CCOC(=O)C[N+]1=Cc2cc(c(cc2CC1)OC)OC
21045,CC(C)Oc1ccc(cc1)[C@H](CCN(Cc1ccccc1)C(=O)C)c1ccccc1
21046,C(CC(=N[C@@H](Cc1cnc[nH]1)C(=O)O)[O-])[C@@H](C(=O)O)N
21047,CC(C)S(=O)(=O)c1ccccc1N=c1c(cnc(Nc2ccc(cc2OC)N2CCC(CC2)N2CCN(C)CC2)[nH]1)Cl
21048,C[C@@H]1[C@H](CC[C@]2([C@H]1[C@H]([C@H](CC2)[C@H](C)C(=O)N1CCOCC1)O)C)NC(=O)c1ccccn1
21049,Cc1c(c(=O)oc2c1c(cc1c2CCC(O1)(C)C)OC)CC(=O)NCCC(C)C
21050,CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
21051,c12c(cc(cc1)Cc1nc(n(c1)C)N)OCO2
21052,CC(C)NC(=O)N[C@H]1C[C@H](N(C1)C(=O)c1cccn1C)C(=O)N1CCC[C@@H]1C(=O)OC
21053,c1ccc(cc1)C[NH2+][C@@H](c1ccccc1)[P@@](=O)(CCC(=O)[O-])[O-]
21054,C\1(=C\[C@H](CCC/C(=C/CC[C@](CCCC2=CC(=O)N(C2)CC(=O)O)(O)C)/C)C)/C(=C(C(=O)O1)C)O
21055,Cc1cc2c(c(c1)OCC(=O)N1CC[C@]3(CCCC[C@H]3[C@@H]1c1ccccc1)O)c1c(c(=O)o2)CCCC1
21056,CC(=O)c1cn(c2c1cccc2)CCC(=O)NC[C@H]1CC[C@@H](CC1)C(=O)[O-]
21057,Cc1coc2c1cc1c(c(c(=O)oc1c2C)CCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)[O-])C
21058,[C@H]([C@@H]([C@H](NC(=O)CCCCCCCCCCCCCCC)CO)O)(OS(=O)(=O)O)CCCCCCCCCCCCCC
21059,COCC(=O)N[C@H]1C[C@H]2C(=O)Nc3ccc(cc3C(=O)N2C1)/C=C/c1ccccc1
21060,CCC1(CCC(=NC1=O)O)c1ccccc1
21061,[C@H]1([C@H]([C@H]([C@@H]([C@@H](O1)CO)N)O)O)O[C@H]([C@@H]([C@@H](CO)O)N)[C@H](CN)O
21062,c1ccc2c(c1)CCN2C(=O)CC[C@@H]1CNC(=O)[C@@H]2C[C@@H](C[N@@H+]12)NC(=O)C1CC1
21063,[C@@]123[C@H]([C@]4([C@@H](C3)[C@@H]3[C@H]([C@H]([C@@H]4OC(=O)[C@@H](CC)C)O)[C@@]([C@H]4N(C3)C[C@H](CC4)C)(O)C)O)[C@@H]([C@@H]([C@H]3[C@@]1(CC[C@@H]([C@]3(O2)O)OC(=O)[C@](CC)(O)C)C)O)O
21064,[C@@]12([C@H]([C@H]3[C@H](CC2)[C@@]2([C@@H](CC3)C[C@H](CC2)O)C)CC[C@@H]1[C@H](N(C)C)C)C
21065,C[C@@]1(OC(C)=O)C[C@@](C([C@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C([C@@H]2OC(C)=O)=C)=O)(OC(C)=O)[C@]2([H])[C@H]1OC(C)=O
21066,[C@@]123[C@H]([C@]4([C@H](CC3)[C@](CCC4)(OO)C)C)CC[C@H](C2)[C@@](C1)(CO)O
21067,CCCCCC(=O)NCCC1=CC=CC=C1
21068,CCCCC/C=C\C/C=C\C=C\[C@H](C/C=C\CCCC(=O)O)O
21069,c12[C@H]3N(C[C@@H]([C@H](C3)CCO)CC)CCc1cc(c(c2O)OC)OC
21070,COC1=NC(C(C)C)=C(O)N=C1[C@H](O)C1=CC=CC=C1
21071,CCOC(=O)Nc1c[n+](no1)N1CCOCC1
21072,CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(C)C)C(=O)N(C)C(CCC(=O)O)C(=O)OC(C(C)CC)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(CCC(=O)O)C(=O)N1
21073,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@@H]([C@@]3(C)[C@H]([C@@H]([C@H]21)O)F)O
21074,Cc1c2ccc(cc2oc(=O)c1c1ccc(cc1)Cl)OCC[N@H+]1CC[C@@H](CC1)C(=O)N
21075,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN
21076,COc1ccc(cc1)CNC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
21077,CC(C)[C@@H](C(=O)[O-])NC(=O)CCn1ccc2c1cc(cc2)OCc1ccccc1
21078,[C@@]12([C@@]([C@H](CC2)C2=CC(=O)OC2)(CC[C@H]2[C@H]1CC[C@@H]1[C@@]2(C[C@@H]2[C@@H](C1)O[C@H]1[C@@](O2)([C@@]2(C[C@H](O1)C)SCCN2)O)C=O)C)O
21079,CC(C)[C@H](C(=O)[O-])NC(=O)CO/N=C/1\CC[C@@]2([C@@H]3CC[C@]4([C@@H]([C@@H]3CCC2=C1)CC[C@@H]4O)C)C
21080,CCCCCCCC(=O)C(C)C(=O)N1CCCC1
21081,C[N@@H+](CCc1ccccn1)CC[C@@H]1CC[C@@H]([C@H](O1)C(=O)N1CCCC1)O
21082,CC(C)c1ccc2c(c1)c(cc(=O)o2)C[NH+]1CCN(CC1)Cc1ccccc1
21083,[C@]1([C@H](/C=C/[C@@H]([C@@H](/C(=C/C=C/[C@@H](C[C@H]([C@H]([C@H]([C@H](CC)O)C)O)O)C)/C)OC(=O)C[C@H](CC1)O)C)OC(=O)C)(O)C
21084,COc1cccc(c1)C[N@@H+]1CCC[C@H]([C@@H](C1)NC(=O)c1ccc(cc1)OCC1CC1)O
21085,COC[C@]1(O)CC[C@H](C(C)C)[C@H]2C=C(COC(=O)[C@H]12)C(O)=O
21086,O(C(=O)CC(C)C)[C@@H]1C(Oc2ccc3c(oc(=O)cc3)c2[C@H]1O)(C)C
21087,[C@@H]12[C@H]([C@H](OC2=O)C)O[C@@H]([C@H]([C@@H]1O)O)/C=C\[C@@H](C[C@@](CC)(O)C)C
21088,CC(=O)c1cc(c2cccccc12)C(=O)C
21089,CC[C@]1(C[C@@]2(CC[C@@H](C=C2)O)CCO1)C
21090,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)CC1CCCCC1)N=C(CCC(F)(F)F)O
21091,Cc1c2cc(ccc2oc(=O)c1c1ccccc1)OC(=O)C1CCCCC1
21092,C1(=CC[C@@H](CN1)OC)C1=CNCCC1
21093,Cc1cc(c(cc1OC(=O)C)C(C)C)OCC[NH+](C)C
21094,CC1(C)O[C@@]2(C)CC[C@]1(O)O[C@@]21CCC(CO1)=CC[C@@H]1CCC(=C)[C@H](CC=C2CCOC2=O)C1(C)C
21095,CC1=NN(c2ccccc2)C(=O)C1=CNN=C(C)O
21096,CC(C)C(=O)OC[C@@H]1C[C@@]23CC[C@H]4[C@]([C@H]2CC[C@@H]1C3)(CCC[C@@]4(COC(=O)C)C(=O)[O-])C
21097,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(C#Cc3cccc(c3)F)cnc2O[C@H]1CN(C)CC1CCCC1
21098,CCCCC\C=C/C\C=C/CCCCCCCC1=C(C)C(O)=CC2=C1NC1=C2C=CC=C1
21099,CN(C)c1ccc(cc1)c1ccnc(n1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OCC(=O)N
21100,CC1=C([C@H](CC1)C(=C)C)CC(C)(C)COC(=O)c1cccnc1
21101,CC(=O)c1cccc(c1)N1C(=O)[C@@H]2C[C@H](CCN2C1=O)NC(=O)COC
21102,CC(C)CCN1c2ccccc2Sc2c1cccc2
21103,C[C@@H]1C[C@@H](C(=O)/C(=C/CC2CC(=O)NC(=O)C2)/C1)C
21104,C[C@@]12CC[C@H]([C@@]([C@H]1Cc1c(nc(s1)NC(=O)C1CCC1)[C@H]2CC(=O)Nc1cccc(c1)O)(C)CO)O
21105,CC1=C[C@H]([C@@H](C[C@H]1Cc1nnc(o1)c1ccc(cc1)OC)C(C)C)C[N@H+]1CC[C@@H](CC1)C(=O)N
21106,CCCCCC(/C=C/C=C\C/C=C\CCCCC(=O)O)O
21107,CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C
21108,Cc1cc(c(cc1C)N(=O)=O)c1ccc(C=C2C(=NN(c3ccc(cc3)C(=O)O)C2=O)C)o1
21109,C[C@@H]1O[C@@H](OC(=O)C2=CC=CC=C2N)[C@H](O)[C@H](O)[C@H]1O
21110,[C@]12([C@@H](CC[C@H](O2)C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)C[C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@H]2N(C(=O)C1)CCCC2)[C@@H](C[C@@H]1C[C@@H]([C@H](CC1)O)O)C)C)/C)O)C)C)/C)OC)C)O
21111,CC1=CC[C@@H]2C[C@H]1[C@@H](OC2)c1ccc[n+](c1)C
21112,C[C@@H]1[C@H]2[C@@H](N(C(=O)N[C@H]2N(C(=O)N1)C)C)c1ccc(c(c1)OC)O
21113,C[C@H](c1ccc(cc1)C=O)[C@H]1[C@@H]2C=C[C@@H]3N1[C@@]3([C@H]2[C@@H]1CC[C@@H]2CCC[C@@H]2[NH2+]1)O
21114,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CNC(=O)OC(C)(C)C)O)CCC1=CC(=O)C=C[C@]31C)O
21115,COC1(COc2ccccc2O1)C1=NCCN1
21116,Cc1cc2c(c(c(c(=O)o2)C)C)c(c1)O[C@H](C)C(=O)NCC(=O)NCC(=O)[O-]
21117,C1(=C(C(=O)CCC1(C)C)C)CO
21118,OC(CCCCCCCC1=CC=CC(OC(C(O)=O)(C)C)=C1)=O
21119,CN=C(NCCCCc1cnc[nH]1)S
21120,CCCN1[C@@H]2Cn3c(ccc(c4cccc(c4)F)c3=O)[C@H]1[C@H]([C@@H]2CO)C(=NCC1CC1)O
21121,[C@]12([C@@H](O1)C[C@H]1[C@@H](OC(=O)C1=C)CC(=C)[C@H](CC2)OO)C
21122,C[N@H+]1CC[C@@H](CC1)N1CC[C@@H]2[C@H]1C(=O)NC[C@@H]([N@H+]2C)CCC(=O)NCc1ccc(cc1)F
21123,CC1(CCc2c(cc(c3c2oc(=O)c2c3CCC2)OCC(=O)N2CCC[C@H](C2)C(=O)[O-])O1)C
21124,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(C#Cc3cccc(c3)F)cnc2O[C@H]1CN(C)S(=O)(=O)C
21125,C[C@H]1CCC[C@]2(C1=C[C@H]1[C@@H](C2)OC(=O)[C@@H]1C[NH+]1CCN(CC1)C(c1ccccc1)c1ccccc1)C
21126,C[NH2+]CCOc1cc(cc(c1O)NC(=[NH2+])NC)CC/C=C/C(=O)CCc1ccc(c(c1)OC)O
21127,CN(C)c1ccc(cc1)C(=O)N1CCN2[C@H](C1)C(=O)NCC2=O
21128,CC(C)CCCCCCCCCCCCC\C=C1/CCN=C1C
21129,CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O
21130,c12c(c3c(oc2=O)cc(cc3O)O)oc2c1ccc(c2CC=C(C)C)OC
21131,[C@@H](C/C=C\C/C=C\CCC(=O)O)(/C=C/C=C\C/C=C\CCCCC)O
21132,[C@@H]12[C@@]([C@H](C(=C)CC2)CCC(CC(=O)C)(C)C)(CCC[C@@]1(C(=O)OC)C)C
21133,COc1ccc(cc1)C1(CCOCC1)CN1C(=O)[C@@H](NC1=O)CCC(=O)NCCCc1ccccc1
21134,COc1cc2c(cc1OC)C[N@@H+](CC2)CCC(=O)[O-]
21135,CC(=O)N[C@H]1CC([C@H]2[C@@]1(CC[C@](C2)(C)O)CCC(=O)NCc1cccnc1)(C)C
21136,[C@@H]1([C@H](C/C=C\CCCCC)O)OC(=O)CCC1
21137,CCC\C=C\C=C\CC\C=C\C=C\CCCCC1=CC(OC)=CC(=O)O1
21138,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H](C)CCCCO[C@@H]1CNC)NS(=O)(=O)c1ccc(cc1)OC
21139,C[C@H]1C(=O)N(C(=O)N1)CCC(C)C
21140,CCc1ccc(cc1)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCN(CC1)C(=O)[C@H](CC(C)C)[NH3+]
21141,CC1(C[C@@H](CCO1)C(=O)COc1ccc2c(c1)oc(=O)c1c2CCCC1)C
21142,[C@@]12([C@H]([C@H]3[C@@H]([C@]4(C[C@@H]([C@@H](OS(=O)(=O)O)C[C@@H]4CC3)OS(=O)(=O)O)C)CC2)C[C@@H]([C@@H]1[C@@H](CC[C@]1(C[C@@H]1C)C(C)C)C)O)CO
21143,Cc1coc2c1cc1c(c(c(=O)oc1c2)Cc1ccccc1)C
21144,CCOc1cc2c(cc1OCC)nc(n(CCCN1CCCC1=O)c2=O)S
21145,CC=Cc1ccc2[C@H]3[C@H]([C@H](CO)[C@@H](Cn2c1=O)N3C(=O)C)C(=NCC1CCCCC1)O
21146,[C@]12([C@H]([C@@H]([C@@H](C(C(=O)[C@H]([C@@H]1OC(=O)C)OC(=O)C)(C)C)CC(=O)[C@H](O)C)OC(=O)C)C(=C)[C@H](C[C@@H]2OC(=O)C)O)C
21147,C[NH+](C)Cc1c(ccc2c1oc(=O)c(c2)c1ccc(cc1)OC)O
21148,COC1=CC(=O)OC11O[C@](C)(OC)[C@H](C)[C@@H]1CO
21149,[H][C@@]12O[C@]1(C)[C@@H](C)[C@@]1([H])[C@H](CC3=CC=CC=C3)NC(=O)[C@]11OC(=O)\C=C\CCCC[C@@H](C)C\C=C\[C@@]21[H]
21150,COC1CCC2=C(CC3C(=CCC3(C)O2)C(C)CCC(O)C(C)(C)O)C1=O
21151,C[C@@H]1[C@@]23CC[C@@H]4[C@]5(CC[C@]6(CC[C@@](C[C@H]6[C@@]5(CC[C@]54[C@@H]2[C@H](C[C@@]1(OC3)O)C=CC5)C)(C)C(=O)[O-])C)C
21152,C(=O)(/C=C/CC/C=C\C=C\C=C\C)O
21153,CCCCCCC/C=C/C(=O)CCc1ccc(c(c1)OC)O
21154,CN(C)CC(=O)N1[C@@H]2Cn3c(ccc(c4ccccc4)c3=O)[C@H]1[C@H]([C@@H]2CO)C(=O)N1CCN(C)CC1
21155,[H][C@@]12[C@@H](CC3=CC=CC=C3)NC(=O)[C@@]11C(=O)\C=C\[C@](C)(O)C[C@H](C)C\C=C\[C@]1([H])[C@H]1O[C@@]1(C)[C@@H]2C
21156,CCCCCCn1c(=O)c2c(nc(n2C)C[NH+](CC)CC)n(c1=O)C
21157,CCCCCCCC(=[NH+][C@H](CN1CCCC1)[C@@H](c1ccc2c(c1)OCCO2)O)O
21158,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)O)O)O)O)O
21159,CS(=O)(=O)N[C@H]1C[C@H]2C(=O)NC[C@@H](CCC(=O)NCc3ccc(cc3)F)[N@@H+]2C1
21160,O1c2c(cc(cc2)CCCC[C@@H](CCc2ccc1cc2)O)O
21161,C[N@@H+]1CCc2c(c(c3c(c2NC(=O)Nc2ccccc2)OCO3)OC)C1
21162,[C@@]12([C@H]([C@H]3[C@H]([C@@]4(C(=C[C@@H](CC4)O)CC3)C)CC2)CC[C@@H]1C(=O)COC(=O)C)C
21163,C[C@@H]1c2cc(c(cc2CC[N@H+]1CC(=O)Nc1cccc(c1)C(=O)C)OC)OC
21164,COC(=O)CC[C@@]1(C)C(CC=C2C1=CC[C@]1(C)[C@@H](C(CC\C=C(\C)CO)C(O)=O)[C@H](O)C[C@@]21C)C(C)=C
21165,[C@@H]12N([C@H](C=CC1)CC(=O)CCCCC)CCCNCCCCNC(=O)C2
21166,CC(=O)N(CCCO)[C@@H]1CCOC(C1)(C)C
21167,CC(C)COC(=O)c1ccccc1C(=O)O
21168,Cn1c2cc(ccc2c2c1[C@@H](CO)NCC12CN(C1)C(=Nc1ccccc1F)O)OC
21169,C(=C\CCC(=O)O)\CCC(=O)O
21170,COc1cc2c(cc1OC)c1cc(nc(=O)n1CC2)NCCCC[NH3+]
21171,[C@]12([C@@]([C@H]([C@@H](C2)O)[C@H](C(=O)O)CCC(=C)C(O)(C)C)(CC=C2C1=CC[C@@H]([C@@]2(CCC(=O)O)C)C=C)C)C
21172,C[C@@H](CCC(=O)O[C@H]1C[C@H]2[C@@H]3CC=C4C[C@@H](CC[C@@]4([C@H]3CC[C@@]2([C@@H]1NC(=O)C)C)C)OC(=O)C)COC(=O)C
21173,C[C@@H]1CC[C@H]2[C@@H](C1)c1c(=O)n(c(=O)n(c1OC2(C)C)C)C
21174,c1ccc(cc1)S(=O)(=O)NCC[C@H]1CC[C@@H]([C@H](CO)O1)N=C(CCN1CCCCC1)O
