OTU,ESV
Otu08230,esv_11202
Otu08231,esv_11199
Otu08233,esv_11208
Otu08235,esv_11194
Otu08236,esv_11193
Otu08237,esv_11192
Otu08238,esv_11191
Otu08239,esv_11190
Otu08240,esv_11189
Otu08241,esv_11219
Otu08242,esv_11132
Otu08243,esv_11226
Otu08244,esv_11225
Otu08245,esv_11224
Otu08246,esv_11223
Otu08247,esv_11222
Otu08248,esv_11221
Otu08249,esv_11220
Otu08250,esv_11133
Otu08251,esv_11218
Otu08252,esv_11216
Otu08253,esv_11214
Otu08254,esv_11212
Otu08255,esv_11211
Otu08256,esv_11210
Otu08257,esv_11209
Otu08258,esv_11140
Otu08259,esv_11148
Otu08260,esv_11147
Otu08261,esv_11146
Otu08262,esv_11145
Otu08263,esv_11144
Otu08264,esv_11143
Otu08265,esv_11142
Otu08266,esv_11141
Otu08267,esv_11178
Otu08268,esv_11139
Otu08269,esv_11138
Otu08271,esv_11136
Otu08272,esv_11135
Otu08273,esv_11134
Otu08274,esv_11187
Otu08275,esv_11151
Otu08276,esv_11150
Otu08277,esv_11177
Otu08278,esv_11175
Otu08279,esv_11173
Otu08280,esv_11171
Otu08281,esv_11169
Otu08282,esv_11168
Otu08283,esv_11165
Otu08284,esv_11158
Otu08285,esv_11157
Otu08288,esv_11153
Otu08289,esv_11152
Otu08291,esv_11696
Otu08292,esv_11699
Otu08293,esv_11701
Otu08295,esv_11703
Otu08296,esv_11704
Otu08297,esv_11705
Otu08298,esv_11706
Otu08299,esv_11707
Otu08300,esv_11708
Otu08302,esv_11710
Otu08303,esv_11695
Otu08305,esv_11692
Otu08306,esv_11691
Otu08307,esv_11689
Otu08308,esv_11688
Otu08309,esv_11687
Otu08310,esv_11686
Otu08311,esv_11685
Otu08312,esv_11684
Otu08313,esv_11683
Otu08314,esv_11682
Otu08315,esv_11731
Otu08316,esv_11743
Otu08317,esv_11742
Otu08318,esv_11741
Otu08319,esv_11740
Otu08320,esv_11739
Otu08322,esv_11737
Otu08323,esv_11735
Otu08325,esv_11733
Otu08326,esv_11732
Otu08328,esv_11726
Otu08329,esv_11725
Otu08330,esv_11722
Otu08331,esv_11720
Otu08332,esv_11719
Otu08333,esv_11718
Otu08334,esv_11717
Otu08335,esv_11715
Otu08336,esv_11714
Otu08337,esv_11713
Otu08338,esv_11712
Otu08340,esv_11656
Otu08341,esv_11655
Otu08342,esv_11654
Otu08343,esv_11653
Otu08344,esv_11652
Otu08346,esv_11650
Otu08348,esv_11648
Otu08349,esv_11647
Otu08350,esv_11646
Otu08351,esv_11657
Otu08352,esv_11644
Otu08354,esv_11642
Otu08357,esv_11639
Otu08359,esv_11637
Otu08360,esv_11636
Otu08361,esv_11635
Otu08362,esv_11634
Otu08363,esv_11669
Otu08364,esv_11680
Otu08365,esv_11679
Otu08366,esv_11678
Otu08367,esv_11677
Otu08369,esv_11675
Otu08370,esv_11674
Otu08371,esv_11673
Otu08372,esv_11672
Otu08373,esv_11671
Otu08374,esv_11670
Otu08375,esv_11681
Otu08376,esv_11668
Otu08377,esv_11667
Otu08378,esv_11666
Otu08379,esv_11665
Otu08382,esv_11662
Otu08384,esv_11660
Otu08385,esv_11659
Otu08386,esv_11658
Otu08387,esv_11808
Otu08388,esv_11820
Otu08390,esv_11818
Otu08391,esv_11817
Otu08393,esv_11815
Otu08394,esv_11814
Otu08395,esv_11813
Otu08397,esv_11811
Otu08398,esv_11810
Otu08400,esv_11821
Otu08401,esv_11807
Otu08402,esv_11806
Otu08403,esv_11805
Otu08404,esv_11804
Otu08405,esv_11803
Otu08406,esv_11802
Otu08407,esv_11801
Otu08408,esv_11800
Otu08409,esv_11799
Otu08410,esv_11798
Otu08411,esv_11797
Otu08412,esv_11834
Otu08413,esv_11620
Otu08414,esv_11853
Otu08416,esv_11845
Otu08418,esv_11843
Otu08419,esv_11840
Otu08420,esv_11838
Otu08421,esv_11837
Otu08422,esv_11836
Otu08423,esv_11835
Otu08424,esv_11796
Otu08425,esv_11833
Otu08426,esv_11832
Otu08427,esv_11831
Otu08428,esv_11829
Otu08429,esv_11828
Otu08430,esv_11827
Otu08431,esv_11826
Otu08432,esv_11825
Otu08433,esv_11824
Otu08434,esv_11823
Otu08435,esv_11822
Otu08436,esv_11756
Otu08439,esv_11769
Otu08440,esv_11768
Otu08441,esv_11767
Otu08442,esv_11766
Otu08443,esv_11765
Otu08444,esv_11764
Otu08445,esv_11763
Otu08446,esv_11762
Otu08447,esv_11758
Otu08448,esv_11772
Otu08449,esv_11755
Otu08450,esv_11754
Otu08451,esv_11753
Otu08454,esv_11750
Otu08455,esv_11749
Otu08456,esv_11748
Otu08457,esv_11747
Otu08458,esv_11746
Otu08459,esv_11745
Otu08460,esv_11784
Otu08461,esv_11795
Otu08462,esv_11794
Otu08463,esv_11793
Otu08464,esv_11792
Otu08465,esv_11791
Otu08466,esv_11790
Otu08467,esv_11789
Otu08468,esv_11788
Otu08469,esv_11787
Otu08470,esv_11786
Otu08471,esv_11785
Otu08472,esv_11744
Otu08473,esv_11783
Otu08474,esv_11782
Otu08476,esv_11780
Otu08477,esv_11779
Otu08478,esv_11778
Otu08479,esv_11777
Otu08480,esv_11776
Otu08481,esv_11775
Otu08482,esv_11774
Otu08483,esv_11773
Otu08484,esv_11462
Otu08485,esv_11476
Otu08486,esv_11475
Otu08487,esv_11474
Otu08488,esv_11473
Otu08489,esv_11471
Otu08490,esv_11470
Otu08491,esv_11468
Otu08492,esv_11467
Otu08493,esv_11465
Otu08494,esv_11464
Otu08495,esv_11463
Otu08496,esv_11477
Otu08498,esv_11459
Otu08499,esv_11458
Otu08500,esv_11457
Otu08501,esv_11456
Otu08502,esv_11455
Otu08503,esv_11454
Otu08504,esv_11453
Otu08505,esv_11451
Otu08506,esv_11450
Otu08507,esv_11449
Otu08508,esv_11489
Otu08509,esv_11501
Otu08510,esv_11499
Otu08511,esv_11498
Otu08513,esv_11496
Otu08514,esv_11495
Otu08515,esv_11494
Otu08516,esv_11493
Otu08517,esv_11492
Otu08518,esv_11491
Otu08519,esv_11490
Otu08520,esv_11448
Otu08521,esv_11488
Otu08523,esv_11486
Otu08524,esv_11485
Otu08525,esv_11484
Otu08526,esv_11483
Otu08527,esv_11482
Otu08528,esv_11481
Otu08529,esv_11480
Otu08530,esv_11479
Otu08533,esv_11423
Otu08534,esv_11422
Otu08535,esv_11421
Otu08536,esv_11420
Otu08537,esv_11419
Otu08538,esv_11418
Otu08539,esv_11417
Otu08540,esv_11416
Otu08541,esv_11415
Otu08542,esv_11414
Otu08543,esv_11412
Otu08544,esv_11424
Otu08545,esv_11409
Otu08546,esv_11408
Otu08547,esv_11407
Otu08548,esv_11406
Otu08549,esv_11405
Otu08550,esv_11403
Otu08551,esv_11402
Otu08552,esv_11401
Otu08553,esv_11400
Otu08554,esv_11399
Otu08555,esv_11398
Otu08556,esv_11436
Otu08557,esv_11447
Otu08558,esv_11446
Otu08559,esv_11445
Otu08560,esv_11444
Otu08562,esv_11442
Otu08563,esv_11441
Otu08564,esv_11440
Otu08565,esv_11439
Otu08566,esv_11438
Otu08567,esv_11437
Otu08568,esv_11632
Otu08569,esv_11435
Otu08570,esv_11434
Otu08571,esv_11433
Otu08572,esv_11432
Otu08573,esv_11431
Otu08574,esv_11430
Otu08575,esv_11429
Otu08576,esv_11428
Otu08577,esv_11427
Otu08578,esv_11426
Otu08579,esv_11425
Otu08580,esv_11587
Otu08581,esv_11599
Otu08582,esv_11598
Otu08583,esv_11597
Otu08584,esv_11596
Otu08585,esv_11595
Otu08586,esv_11594
Otu08587,esv_11593
Otu08588,esv_11592
Otu08589,esv_11590
Otu08590,esv_11589
Otu08591,esv_11588
Otu08592,esv_11600
Otu08593,esv_11586
Otu08594,esv_11585
Otu08595,esv_11582
Otu08596,esv_11581
Otu08598,esv_11579
Otu08599,esv_11578
Otu08600,esv_11577
Otu08602,esv_11575
Otu08603,esv_11574
Otu08605,esv_11502
Otu08606,esv_11631
Otu08607,esv_11628
Otu08608,esv_11627
Otu08609,esv_11626
Otu08610,esv_11625
Otu08612,esv_11623
Otu08613,esv_11622
Otu08614,esv_11621
Otu08615,esv_11633
Otu08616,esv_11504
Otu08617,esv_11616
Otu08618,esv_11615
Otu08619,esv_11614
Otu08620,esv_11613
Otu08621,esv_11612
Otu08622,esv_11610
Otu08623,esv_11609
Otu08624,esv_11606
Otu08625,esv_11605
Otu08626,esv_11604
Otu08627,esv_11603
Otu08628,esv_11516
Otu08629,esv_11533
Otu08630,esv_11530
Otu08631,esv_11529
Otu08632,esv_11527
Otu08633,esv_11526
Otu08634,esv_11524
Otu08635,esv_11523
Otu08636,esv_11522
Otu08637,esv_11521
Otu08638,esv_11520
Otu08639,esv_11518
Otu08640,esv_11572
Otu08641,esv_11515
Otu08642,esv_11514
Otu08643,esv_11513
Otu08644,esv_11512
Otu08645,esv_11511
Otu08646,esv_11509
Otu08647,esv_11508
Otu08648,esv_11507
Otu08649,esv_11506
Otu08650,esv_11505
Otu08651,esv_11573
Otu08652,esv_11538
Otu08653,esv_11534
Otu08654,esv_11571
Otu08655,esv_11570
Otu08657,esv_11568
Otu08658,esv_11567
Otu08659,esv_11566
Otu08660,esv_11565
Otu08661,esv_11564
Otu08662,esv_11563
Otu08663,esv_11562
Otu08664,esv_11560
Otu08665,esv_11561
Otu08666,esv_11539
Otu08667,esv_11541
Otu08668,esv_11542
Otu08669,esv_11543
Otu08670,esv_11544
Otu08671,esv_11548
Otu08672,esv_11552
Otu08673,esv_11553
Otu08675,esv_12156
Otu08676,esv_12155
Otu08678,esv_12152
Otu08679,esv_12151
Otu08680,esv_12150
Otu08681,esv_12149
Otu08682,esv_12147
Otu08683,esv_12146
Otu08684,esv_12145
Otu08685,esv_12144
Otu08686,esv_12143
Otu08687,esv_12141
Otu08688,esv_12140
Otu08689,esv_12139
Otu08690,esv_12138
Otu08691,esv_12137
Otu08692,esv_12136
Otu08693,esv_12135
Otu08695,esv_12132
Otu08696,esv_12131
Otu08697,esv_12170
Otu08698,esv_12187
Otu08699,esv_12186
Otu08700,esv_12185
Otu08701,esv_12184
Otu08702,esv_12182
Otu08703,esv_12181
Otu08704,esv_12180
Otu08705,esv_12175
Otu08706,esv_12173
Otu08707,esv_12172
Otu08710,esv_12169
Otu08711,esv_12168
Otu08712,esv_12167
Otu08713,esv_12166
Otu08714,esv_12165
Otu08715,esv_12164
Otu08716,esv_12163
Otu08717,esv_12162
Otu08718,esv_12161
Otu08722,esv_12104
Otu08724,esv_12102
Otu08725,esv_12100
Otu08726,esv_12099
Otu08727,esv_12097
Otu08729,esv_12095
Otu08730,esv_12094
Otu08731,esv_12092
Otu08732,esv_12106
Otu08733,esv_12090
Otu08734,esv_12089
Otu08735,esv_12088
Otu08736,esv_12087
Otu08737,esv_12086
Otu08738,esv_12085
Otu08739,esv_12084
Otu08740,esv_12083
Otu08741,esv_12081
Otu08742,esv_12080
Otu08743,esv_12117
Otu08746,esv_12127
Otu08747,esv_12126
Otu08748,esv_12125
Otu08749,esv_12124
Otu08750,esv_12123
Otu08752,esv_12120
Otu08753,esv_12119
Otu08754,esv_12118
Otu08755,esv_12130
Otu08756,esv_12116
Otu08757,esv_12115
Otu08759,esv_12113
Otu08760,esv_12112
Otu08761,esv_12111
Otu08764,esv_12108
Otu08765,esv_12107
Otu08766,esv_12247
Otu08767,esv_12258
Otu08768,esv_12257
Otu08769,esv_12256
Otu08770,esv_12255
Otu08771,esv_12254
Otu08773,esv_12252
Otu08774,esv_12251
Otu08775,esv_12250
Otu08776,esv_12249
Otu08777,esv_12248
Otu08778,esv_12259
Otu08779,esv_12246
Otu08780,esv_12245
Otu08781,esv_12244
Otu08782,esv_12243
Otu08783,esv_12242
Otu08784,esv_12241
Otu08785,esv_12240
Otu08786,esv_12239
Otu08787,esv_12238
Otu08788,esv_12237
Otu08789,esv_12271
Otu08790,esv_12093
Otu08791,esv_12293
Otu08792,esv_12292
Otu08793,esv_12286
Otu08794,esv_12283
Otu08795,esv_12282
Otu08796,esv_12279
Otu08797,esv_12278
Otu08799,esv_12274
Otu08800,esv_12272
Otu08801,esv_12236
Otu08802,esv_12270
Otu08803,esv_12269
Otu08804,esv_12268
Otu08805,esv_12267
Otu08807,esv_12265
Otu08808,esv_12264
Otu08809,esv_12262
Otu08810,esv_12261
Otu08812,esv_12201
Otu08813,esv_12213
Otu08814,esv_12211
Otu08815,esv_12210
Otu08816,esv_12209
Otu08817,esv_12208
Otu08819,esv_12206
Otu08820,esv_12205
Otu08821,esv_12204
Otu08822,esv_12203
Otu08823,esv_12202
Otu08826,esv_12199
Otu08827,esv_12198
Otu08828,esv_12197
Otu08829,esv_12196
Otu08830,esv_12195
Otu08832,esv_12192
Otu08833,esv_12191
Otu08835,esv_12225
Otu08836,esv_12235
Otu08837,esv_12234
Otu08838,esv_12233
Otu08839,esv_12232
Otu08840,esv_12231
Otu08841,esv_12230
Otu08842,esv_12229
Otu08843,esv_12228
Otu08844,esv_12227
Otu08846,esv_12188
Otu08847,esv_12224
Otu08848,esv_12223
Otu08849,esv_12222
Otu08851,esv_12220
Otu08852,esv_12219
Otu08853,esv_12218
Otu08854,esv_12217
Otu08855,esv_12216
Otu08856,esv_12215
Otu08857,esv_11915
Otu08858,esv_11927
Otu08859,esv_11926
Otu08860,esv_11925
Otu08861,esv_11923
Otu08862,esv_11922
Otu08863,esv_11921
Otu08865,esv_11919
Otu08866,esv_11918
Otu08867,esv_11917
Otu08868,esv_11916
Otu08869,esv_11928
Otu08870,esv_11914
Otu08871,esv_11912
Otu08872,esv_11911
Otu08873,esv_11910
Otu08874,esv_11909
Otu08876,esv_11907
Otu08877,esv_11906
Otu08878,esv_11905
Otu08879,esv_11904
Otu08880,esv_11943
Otu08882,esv_11957
Otu08883,esv_11956
Otu08884,esv_11955
Otu08885,esv_11952
Otu08886,esv_11951
Otu08887,esv_11949
Otu08888,esv_11948
Otu08889,esv_11947
Otu08890,esv_11945
Otu08891,esv_11944
Otu08892,esv_11903
Otu08893,esv_11942
Otu08894,esv_11941
Otu08895,esv_11940
Otu08896,esv_11939
Otu08897,esv_11938
Otu08898,esv_11936
Otu08899,esv_11934
Otu08900,esv_11931
Otu08901,esv_11930
Otu08902,esv_11929
Otu08903,esv_11866
Otu08904,esv_11879
Otu08905,esv_11878
Otu08906,esv_11876
Otu08907,esv_11875
Otu08908,esv_11874
Otu08909,esv_11873
Otu08910,esv_11872
Otu08911,esv_11870
Otu08912,esv_11869
Otu08913,esv_11868
Otu08914,esv_11867
Otu08915,esv_11880
Otu08916,esv_11865
Otu08917,esv_11864
Otu08918,esv_11863
Otu08919,esv_11862
Otu08920,esv_11861
Otu08921,esv_11860
Otu08922,esv_11859
Otu08923,esv_11858
Otu08924,esv_11857
Otu08926,esv_11891
Otu08927,esv_11902
Otu08928,esv_11901
Otu08929,esv_11900
Otu08931,esv_11897
Otu08932,esv_11896
Otu08933,esv_11895
Otu08934,esv_11894
Otu08935,esv_11893
Otu08936,esv_11892
Otu08938,esv_11890
Otu08939,esv_11889
Otu08940,esv_11888
Otu08941,esv_11887
Otu08942,esv_11886
Otu08943,esv_11885
Otu08944,esv_11884
Otu08945,esv_11883
Otu08946,esv_11882
Otu08947,esv_11881
Otu08948,esv_12035
Otu08949,esv_12046
Otu08950,esv_12045
Otu08951,esv_12044
Otu08952,esv_12043
Otu08953,esv_12042
Otu08954,esv_12041
Otu08955,esv_12040
Otu08957,esv_12038
Otu08958,esv_12037
Otu08959,esv_12036
Otu08960,esv_12048
Otu08961,esv_12034
Otu08962,esv_12033
Otu08963,esv_12030
Otu08964,esv_12028
Otu08965,esv_12027
Otu08966,esv_12026
Otu08967,esv_12025
Otu08968,esv_12024
Otu08970,esv_12022
Otu08971,esv_12079
Otu08972,esv_11959
Otu08973,esv_12076
Otu08974,esv_12075
Otu08975,esv_12074
Otu08976,esv_12073
Otu08977,esv_12072
Otu08978,esv_12071
Otu08979,esv_12070
Otu08980,esv_12068
Otu08981,esv_12067
Otu08982,esv_12066
Otu08984,esv_12065
Otu08985,esv_12064
Otu08986,esv_12061
Otu08987,esv_12060
Otu08988,esv_12059
Otu08989,esv_12058
Otu08990,esv_12057
Otu08991,esv_12052
Otu08992,esv_12051
Otu08994,esv_11971
Otu08995,esv_11991
Otu08996,esv_11990
Otu08997,esv_11985
Otu08998,esv_11981
Otu08999,esv_11980
Otu09000,esv_11979
Otu09001,esv_11978
Otu09002,esv_11977
Otu09003,esv_11976
Otu09004,esv_11975
Otu09005,esv_11972
Otu09006,esv_12020
Otu09007,esv_11970
Otu09008,esv_11969
Otu09009,esv_11968
Otu09010,esv_11967
Otu09011,esv_11966
Otu09012,esv_11965
Otu09013,esv_11964
Otu09014,esv_11962
Otu09015,esv_11961
Otu09016,esv_12021
Otu09017,esv_11996
Otu09018,esv_11995
Otu09020,esv_12018
Otu09021,esv_12017
Otu09022,esv_12016
Otu09023,esv_12015
Otu09024,esv_12014
Otu09025,esv_12013
Otu09026,esv_12012
Otu09027,esv_12011
Otu09028,esv_12009
Otu09029,esv_12008
Otu09030,esv_12006
Otu09031,esv_12005
Otu09033,esv_12003
Otu09034,esv_12002
Otu09035,esv_12000
Otu09036,esv_11999
Otu09038,esv_12628
Otu09039,esv_12629
Otu09040,esv_12630
Otu09041,esv_12631
Otu09042,esv_12632
Otu09045,esv_12636
Otu09046,esv_12637
Otu09048,esv_12639
Otu09049,esv_12640
Otu09050,esv_12641
Otu09051,esv_12627
Otu09052,esv_12626
Otu09053,esv_12623
Otu09054,esv_12622
Otu09055,esv_12621
Otu09056,esv_12619
Otu09057,esv_12618
Otu09061,esv_12614
Otu09062,esv_12613
Otu09063,esv_12612
Otu09064,esv_12610
Otu09065,esv_12655
Otu09066,esv_12673
Otu09067,esv_12672
Otu09068,esv_12671
Otu09069,esv_12670
Otu09070,esv_12668
Otu09071,esv_12667
Otu09072,esv_12666
Otu09073,esv_12665
Otu09074,esv_12664
Otu09075,esv_12661
Otu09077,esv_12657
Otu09078,esv_12656
Otu09080,esv_12654
Otu09081,esv_12653
Otu09082,esv_12652
Otu09083,esv_12651
Otu09084,esv_12650
Otu09087,esv_12647
Otu09088,esv_12646
Otu09089,esv_12645
Otu09090,esv_12644
Otu09091,esv_12643
Otu09092,esv_12563
Otu09093,esv_12577
Otu09094,esv_12576
Otu09095,esv_12575
Otu09097,esv_12572
Otu09099,esv_12570
Otu09100,esv_12569
Otu09101,esv_12568
Otu09102,esv_12567
Otu09103,esv_12566
Otu09105,esv_12564
Otu09106,esv_12578
Otu09107,esv_12562
Otu09108,esv_12561
Otu09109,esv_12560
Otu09110,esv_12559
Otu09111,esv_12558
Otu09112,esv_12557
Otu09113,esv_12556
Otu09114,esv_12555
Otu09115,esv_12554
Otu09116,esv_12553
Otu09118,esv_12551
Otu09119,esv_12593
Otu09120,esv_12608
Otu09121,esv_12606
Otu09122,esv_12605
Otu09123,esv_12604
Otu09124,esv_12603
Otu09125,esv_12602
Otu09126,esv_12601
Otu09129,esv_12598
Otu09130,esv_12597
Otu09131,esv_12596
Otu09132,esv_12594
Otu09133,esv_12609
Otu09134,esv_12592
Otu09135,esv_12590
Otu09136,esv_12589
Otu09137,esv_12588
Otu09138,esv_12587
Otu09139,esv_12586
Otu09140,esv_12585
Otu09142,esv_12583
Otu09143,esv_12582
Otu09144,esv_12581
Otu09145,esv_12579
Otu09146,esv_12745
Otu09147,esv_12759
Otu09148,esv_12758
Otu09149,esv_12757
Otu09150,esv_12756
Otu09151,esv_12755
Otu09152,esv_12754
Otu09153,esv_12753
Otu09154,esv_12751
Otu09155,esv_12750
Otu09156,esv_12749
Otu09157,esv_12748
Otu09158,esv_12747
Otu09159,esv_12746
Otu09160,esv_12760
Otu09161,esv_12744
Otu09162,esv_12743
Otu09163,esv_12742
Otu09164,esv_12741
Otu09165,esv_12740
Otu09166,esv_12739
Otu09168,esv_12737
Otu09170,esv_12735
Otu09171,esv_12734
Otu09173,esv_12777
Otu09174,esv_12374
Otu09175,esv_12798
Otu09176,esv_12795
Otu09177,esv_12792
Otu09178,esv_12788
Otu09179,esv_12787
Otu09181,esv_12785
Otu09182,esv_12783
Otu09184,esv_12780
Otu09185,esv_12779
Otu09186,esv_12778
Otu09187,esv_12732
Otu09188,esv_12776
Otu09189,esv_12775
Otu09190,esv_12774
Otu09191,esv_12772
Otu09192,esv_12771
Otu09193,esv_12770
Otu09194,esv_12769
Otu09195,esv_12766
Otu09196,esv_12765
Otu09197,esv_12764
Otu09198,esv_12763
Otu09199,esv_12762
Otu09200,esv_12688
Otu09201,esv_12703
Otu09202,esv_12702
Otu09204,esv_12700
Otu09205,esv_12699
Otu09206,esv_12697
Otu09207,esv_12696
Otu09208,esv_12695
Otu09209,esv_12694
Otu09210,esv_12693
Otu09211,esv_12691
Otu09213,esv_12689
Otu09214,esv_12704
Otu09215,esv_12687
Otu09216,esv_12686
Otu09217,esv_12685
Otu09218,esv_12684
Otu09219,esv_12683
Otu09220,esv_12681
Otu09221,esv_12680
Otu09222,esv_12679
Otu09224,esv_12677
Otu09225,esv_12676
Otu09227,esv_12717
Otu09228,esv_12731
Otu09229,esv_12729
Otu09230,esv_12728
Otu09231,esv_12727
Otu09232,esv_12726
Otu09233,esv_12725
Otu09234,esv_12724
Otu09235,esv_12723
Otu09236,esv_12722
Otu09237,esv_12721
Otu09238,esv_12720
Otu09239,esv_12719
Otu09240,esv_12718
Otu09241,esv_12674
Otu09243,esv_12715
Otu09244,esv_12714
Otu09246,esv_12712
Otu09248,esv_12710
Otu09249,esv_12799
Otu09252,esv_12707
Otu09253,esv_12706
Otu09254,esv_12365
Otu09255,esv_12379
Otu09256,esv_12378
Otu09257,esv_12377
Otu09258,esv_12376
Otu09259,esv_12375
Otu09260,esv_12373
Otu09261,esv_12372
Otu09262,esv_12371
Otu09263,esv_12370
Otu09264,esv_12369
Otu09265,esv_12368
Otu09266,esv_12367
Otu09267,esv_12366
Otu09268,esv_12380
Otu09269,esv_12364
Otu09270,esv_12363
Otu09271,esv_12362
Otu09272,esv_12361
Otu09273,esv_12360
Otu09274,esv_12359
Otu09275,esv_12358
Otu09276,esv_12357
Otu09277,esv_12355
Otu09278,esv_12354
Otu09279,esv_12353
Otu09280,esv_12352
Otu09281,esv_12397
Otu09282,esv_12410
Otu09283,esv_12409
Otu09285,esv_12407
Otu09286,esv_12406
Otu09287,esv_12405
Otu09288,esv_12404
Otu09289,esv_12403
Otu09290,esv_12402
Otu09291,esv_12401
Otu09292,esv_12400
Otu09293,esv_12399
Otu09294,esv_12398
Otu09295,esv_12351
Otu09296,esv_12396
Otu09297,esv_12395
Otu09298,esv_12394
Otu09299,esv_12392
Otu09300,esv_12390
Otu09301,esv_12389
Otu09302,esv_12388
Otu09303,esv_12387
Otu09304,esv_12386
Otu09305,esv_12385
Otu09306,esv_12384
Otu09307,esv_12383
Otu09308,esv_12308
Otu09309,esv_12321
Otu09310,esv_12320
Otu09311,esv_12319
Otu09312,esv_12318
Otu09313,esv_12317
Otu09314,esv_12316
Otu09315,esv_12315
Otu09316,esv_12314
Otu09317,esv_12313
Otu09318,esv_12312
Otu09319,esv_12311
Otu09320,esv_12310
Otu09321,esv_12309
Otu09322,esv_12322
Otu09324,esv_12306
Otu09325,esv_12305
Otu09326,esv_12304
Otu09327,esv_12302
Otu09328,esv_12301
Otu09329,esv_12299
Otu09330,esv_12298
Otu09331,esv_12297
Otu09332,esv_12296
Otu09333,esv_12295
Otu09335,esv_12336
Otu09336,esv_12350
Otu09337,esv_12349
Otu09338,esv_12348
Otu09339,esv_12347
Otu09340,esv_12346
Otu09341,esv_12345
Otu09342,esv_12344
Otu09343,esv_12343
Otu09344,esv_12341
Otu09345,esv_12340
Otu09346,esv_12339
Otu09347,esv_12338
Otu09348,esv_12337
Otu09349,esv_12548
Otu09350,esv_12335
Otu09351,esv_12334
Otu09352,esv_12332
Otu09353,esv_12331
Otu09354,esv_12330
Otu09355,esv_12329
Otu09356,esv_12328
Otu09357,esv_12327
Otu09358,esv_12326
Otu09359,esv_12325
Otu09360,esv_12324
Otu09361,esv_12323
Otu09362,esv_12497
Otu09363,esv_12518
Otu09364,esv_12517
Otu09365,esv_12515
Otu09366,esv_12513
Otu09368,esv_12509
Otu09369,esv_12508
Otu09370,esv_12507
Otu09371,esv_12506
Otu09372,esv_12505
Otu09373,esv_12501
Otu09374,esv_12500
Otu09375,esv_12498
Otu09376,esv_12519
Otu09377,esv_12496
Otu09378,esv_12495
Otu09379,esv_12493
Otu09380,esv_12492
Otu09381,esv_12490
Otu09382,esv_12489
Otu09383,esv_12488
Otu09384,esv_12487
Otu09385,esv_12486
Otu09386,esv_12485
Otu09387,esv_12484
Otu09388,esv_12483
Otu09389,esv_12534
Otu09390,esv_12411
Otu09391,esv_12547
Otu09392,esv_12546
Otu09393,esv_12545
Otu09394,esv_12543
Otu09395,esv_12542
Otu09396,esv_12541
Otu09398,esv_12539
Otu09400,esv_12537
Otu09401,esv_12536
Otu09402,esv_12535
Otu09403,esv_12412
Otu09404,esv_12533
Otu09405,esv_12531
Otu09406,esv_12530
Otu09410,esv_12526
Otu09411,esv_12525
Otu09412,esv_12524
Otu09413,esv_12523
Otu09414,esv_12522
Otu09415,esv_12521
Otu09416,esv_12426
Otu09417,esv_12440
Otu09418,esv_12439
Otu09419,esv_12437
Otu09420,esv_12436
Otu09421,esv_12435
Otu09422,esv_12434
Otu09424,esv_12432
Otu09425,esv_12431
Otu09426,esv_12430
Otu09427,esv_12429
Otu09428,esv_12428
Otu09429,esv_12427
Otu09430,esv_12479
Otu09431,esv_12425
Otu09432,esv_12424
Otu09433,esv_12423
Otu09435,esv_12421
Otu09436,esv_12419
Otu09437,esv_12418
Otu09438,esv_12416
Otu09439,esv_12415
Otu09440,esv_12414
Otu09441,esv_12413
Otu09443,esv_12442
Otu09444,esv_12441
Otu09445,esv_12478
Otu09446,esv_12477
Otu09447,esv_12476
Otu09448,esv_12475
Otu09449,esv_12474
Otu09450,esv_12473
Otu09451,esv_12472
Otu09452,esv_12471
Otu09453,esv_12469
Otu09454,esv_12468
Otu09455,esv_12467
Otu09456,esv_12465
Otu09457,esv_12459
Otu09458,esv_12464
Otu09459,esv_12443
Otu09460,esv_12446
Otu09461,esv_12447
Otu09462,esv_12450
Otu09463,esv_12451
Otu09464,esv_12452
Otu09465,esv_12453
Otu09466,esv_12455
Otu09467,esv_12456
Otu09468,esv_12457
Otu09469,esv_13217
Otu09470,esv_13218
Otu09471,esv_13219
Otu09472,esv_13220
Otu09473,esv_13221
Otu09474,esv_13222
Otu09475,esv_13223
Otu09477,esv_13225
Otu09478,esv_13226
Otu09479,esv_13227
Otu09480,esv_13228
Otu09481,esv_13229
Otu09482,esv_13230
Otu09484,esv_13232
Otu09485,esv_13233
Otu09486,esv_13208
Otu09487,esv_13200
Otu09488,esv_13201
Otu09489,esv_13202
Otu09490,esv_13203
Otu09491,esv_13204
Otu09493,esv_13206
Otu09494,esv_13207
Otu09495,esv_13216
Otu09496,esv_13209
Otu09497,esv_13210
Otu09498,esv_13211
Otu09499,esv_13212
Otu09500,esv_13213
Otu09501,esv_13214
Otu09502,esv_13215
Otu09503,esv_13269
Otu09505,esv_13262
Otu09506,esv_13263
Otu09507,esv_13264
Otu09508,esv_13265
Otu09509,esv_13266
Otu09510,esv_13267
Otu09511,esv_13268
Otu09512,esv_13259
Otu09513,esv_13270
Otu09514,esv_13271
Otu09516,esv_13273
Otu09517,esv_13274
Otu09518,esv_13275
Otu09519,esv_13276
Otu09520,esv_13251
Otu09522,esv_13236
Otu09523,esv_13241
Otu09524,esv_13243
Otu09525,esv_13244
Otu09526,esv_13245
Otu09527,esv_13249
Otu09528,esv_13250
Otu09529,esv_13234
