ESV,Doman,Phylum,Class,Order,Family,Genus,,,,,
esv_10746,Bacteria(91),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_13546,Bacteria(100),Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,
esv_6247,Bacteria(97),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_986,Bacteria(100),Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum,,,,,
esv_1966,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_10607,Bacteria(100),Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,100),,,,100)
esv_6090,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomicaceae_unclassified,,,,,
esv_10935,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Pleurocapsa_PCC-7319,,,,,
esv_17006,Bacteria(100),Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,,,,
esv_18485,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_16221,Bacteria(100),Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,
esv_93,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,,,,,
esv_4172,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,,,,,
esv_11277,Bacteria(100),Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia,,,,,
esv_14148,Bacteria(100),Proteobacteria,Gammaproteobacteria,F9P41300-M23,F9P41300-M23_fa,F9P41300-M23_ge,,,,,
esv_16275,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,,,,,
esv_15517,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales_unclassified,Cellvibrionales_unclassified,,,,,
esv_18745,Bacteria(99),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,,,,,
esv_6741,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_682,Bacteria(100),Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,,,,
esv_19008,Bacteria(100),Proteobacteria,Gammaproteobacteria,EC3,EC3_fa,EC3_ge,,,,,
esv_5736,Bacteria(100),Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,100),,,,100)
esv_9711,Bacteria(100),Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_ge,,,,,
esv_11441,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_15361,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,,,,
esv_16167,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,,,,,
esv_7083,Bacteria(100),Bacteroidetes,Rhodothermia,Rhodothermia_unclassified,Rhodothermia_unclassified,Rhodothermia_unclassified,,,,,
esv_5336,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_7424,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,,,,,
esv_2366,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,,,,,
esv_13749,Bacteria(100),Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,,,,,
esv_17709,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_7500,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,,,,,
esv_15755,Bacteria(100),Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge,,,,,
esv_14715,Bacteria(99),Bacteroidetes,Ignavibacteria,Ignavibacteria_unclassified,Ignavibacteria_unclassified,Ignavibacteria_unclassified,,,,,
esv_13707,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured_ge,,,,,
esv_1026,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Psychrobium,,,,,
esv_9300,Bacteria(99),Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,,,,,
esv_19035,Bacteria(99),Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured_ge,,,,,
esv_3247,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_9852,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_7930,Bacteria(100),Proteobacteria,Deltaproteobacteria,SAR324_clade,SAR324_clade,SAR324_clade,98),,,,98)
esv_19356,Archaea(99),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_13264,Bacteria(100),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_15813,Bacteria(89),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_20406,Bacteria(99),Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,,,,,
esv_8009,Bacteria(100),Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,,,,,
esv_6009,Bacteria(83),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_5581,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,,,,
esv_14267,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,P3OB-42_ge,,,,,
esv_7764,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55,,,,,
esv_16171,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,,,,
esv_12309,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,,,,,
esv_757,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_I_unclassified,,,,,
esv_5429,Archaea(95),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_3282,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_7616,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_3918,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_7434,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_2732,Bacteria(100),Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,
esv_14720,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacteraceae_unclassified,,,,,
esv_19666,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,,,,,
esv_7718,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_639,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_4076,Bacteria(100),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_10123,Bacteria(98),Patescibacteria,Gracilibacteria,Absconditabacteriales_,Absconditabacteriales_,Absconditabacteriales_,96),,,,96)
esv_8450,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,,,,,
esv_19468,Archaea(94),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_17465,Archaea(82),Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,,,,,
esv_6685,Bacteria(100),Proteobacteria,Alphaproteobacteria,uncultured,uncultured_fa,uncultured_ge,,,,,
esv_16279,Bacteria(100),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_15894,Bacteria(95),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_16247,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,,,,,
esv_12534,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,,,,
esv_16762,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_13896,Bacteria(100),Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,Candidatus_Entotheonella,,,,,
esv_9536,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexaceae_unclassified,,,,,
esv_218,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_17690,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,,,,,
esv_17983,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_15135,Archaea(100),Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriales_unclassified,Halobacteriales_unclassified,,,,,
esv_13064,Bacteria(92),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_14575,Bacteria(97),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_3538,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Persicobacter,,,,,
esv_6002,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_19653,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,,,,
esv_19046,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Rivularia_PCC-7116,,,,,
esv_15465,Archaea(100),Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,uncultured,,,,,
esv_15904,Bacteria(100),Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,,,,,
esv_9550,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured_ge,,,,,
esv_10142,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystaceae_unclassified,,,,,
esv_8222,Archaea(100),Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,,,,,
esv_17825,Archaea(94),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_6942,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593_ge,,,,,
esv_11900,Bacteria(95),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_18782,Bacteria(99),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_16126,Bacteria(93),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_996,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,,,,,
esv_16668,Archaea(91),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_12355,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,,,,
esv_13172,Bacteria(98),Proteobacteria,Deltaproteobacteria,SAR324_clade,SAR324_clade,SAR324_clade,91),,,,91)
esv_7391,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_5769,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_14153,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_4962,Bacteria(100),Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_ge,,,,,
esv_5840,Bacteria(100),Proteobacteria,Gammaproteobacteria,KI89A_clade,KI89A_clade_fa,KI89A_clade_ge,,,,,
esv_11996,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_19199,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_6682,Eukaryota(91),Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,,,,,
esv_9324,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_17640,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_16172,Bacteria(91),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_7981,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,,,,,
esv_4040,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,,,,
esv_14273,Bacteria(99),Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified,,,,,
esv_9332,Bacteria(100),Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermaceae_unclassified,,,,,
esv_11289,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,053A03-B-DI-P58,053A03-B-DI-P58_ge,,,,,
esv_10313,Bacteria(100),Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurellaceae_unclassified,,,,,
esv_7532,Bacteria(100),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_5485,Bacteria(100),Acidobacteria,Acidobacteria_unclassified,Acidobacteria_unclassified,Acidobacteria_unclassified,Acidobacteria_unclassified,,,,,
esv_3521,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,,,,,
esv_20417,Bacteria(100),Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,,,,,
esv_16633,Bacteria(97),Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,,,,,
esv_6459,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,,,,
esv_18129,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,,,,,
esv_2390,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_19959,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2_ge,,,,,
esv_11775,Bacteria(99),Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiales_unclassified,Chlamydiales_unclassified,,,,,
esv_6087,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,,,,,
esv_12104,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,,,,,
esv_1170,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_7507,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,,,,,
esv_9730,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_unclassified,,,,,
esv_3160,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_13683,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_18145,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,uncultured,,,,,
esv_11412,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_2511,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonadaceae_unclassified,,,,,
esv_15872,Bacteria(100),Latescibacteria,Latescibacteria_cl,Latescibacteria_or,Latescibacteria_fa,Latescibacteria_ge,,,,,
esv_20183,Bacteria(100),Acidobacteria,Subgroup_6,Subgroup_6_or,Subgroup_6_fa,Subgroup_6_ge,,,,,
esv_4862,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,,,,,
esv_9374,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,,,,,
esv_5290,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,,,,,
esv_17391,Bacteria(97),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_19210,Bacteria(99),Patescibacteria,Gracilibacteria,Absconditabacteriales_,Absconditabacteriales_,Absconditabacteriales_,97),,,,97)
esv_12245,Bacteria(100),Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,,,,,
esv_1731,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage,,,,,
esv_1875,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_19335,Bacteria(100),Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_ge,,,,,
esv_15169,Bacteria(99),Lentisphaerae,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,,,,,
esv_4474,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,,,,,
esv_4512,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_14532,Bacteria(100),Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,
esv_11731,Bacteria(100),Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum,,,,,
esv_1997,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,,,,,
esv_8365,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_unclassified,Micavibrionales_unclassified,,,,,
esv_18757,Bacteria(100),Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_ge,,,,,
esv_2845,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_I_unclassified,,,,,
esv_2926,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,,,,
esv_1126,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_9009,Bacteria(100),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_14620,Bacteria(100),Planctomycetes,OM190,OM190_or,OM190_fa,OM190_ge,,,,,
esv_15792,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_12146,Bacteria(99),Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetales_unclassified,Planctomycetales_unclassified,,,,,
esv_4558,Bacteria(100),Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Schlegelella,,,,,
esv_670,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,,,,,
esv_7358,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_10334,Bacteria(100),Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis,,,,,
esv_19476,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_14150,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_16770,Bacteria(100),Planctomycetes,Pla3_lineage,Pla3_lineage_or,Pla3_lineage_fa,Pla3_lineage_ge,,,,,
esv_9307,Bacteria(100),Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,,,,,
esv_11869,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,,,,
esv_17160,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_13194,Bacteria(99),Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,,,,,
esv_20375,Archaea(91),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_14579,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_12685,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,,,,,
esv_18838,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_15840,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge,,,,,
esv_8858,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,,,,,
esv_12762,Bacteria(100),Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,,,,,
esv_15778,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_8040,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,,,,,
esv_9433,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomicaceae_unclassified,,,,,
esv_18465,Bacteria(94),LCP-89,LCP-89_cl,LCP-89_or,LCP-89_fa,LCP-89_ge,,,,,
esv_9319,Bacteria(99),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_18750,Bacteria(100),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_17395,Bacteria(100),Patescibacteria,ABY1,Candidatus_Uhrbacteria,Candidatus_Uhrbacteria_fa,Candidatus_Uhrbacteria_ge,,,,,
esv_2842,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,,,,,
esv_12349,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_2462,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,,,,,
esv_10699,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,,,,,
esv_14903,Bacteria(100),Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge,,,,,
esv_2742,Bacteria(100),Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_ge,,,,,
esv_12141,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,,,,,
esv_11001,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,,,,,
esv_17290,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,,,,,
esv_19065,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_6607,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,,,,,
