"","Mo_2019_320","Mo_2019_321","Mo_2019_322","Mo_2019_323","Mo_2019_324","Mo_2019_325","Mo_2019_326","Mo_2019_327","Mo_2019_328","Mo_2019_329","Mo_2019_330","Mo_2019_331","Mo_2019_332","Mo_2019_333","Mo_2019_334","Mo_2019_335","Mo_2019_336","Mo_2019_337","Mo_2019_338","Mo_2019_339","Mo_2019_340","Mo_2019_341","Mo_2019_342","Mo_2019_343","Mo_2019_344","Mo_2019_345","Mo_2019_346","Mo_2019_347","Mo_2019_348","Mo_2019_349","Mo_2019_350","Mo_2019_351","Mo_2019_352","Mo_2019_353","Mo_2019_543"
"9544_574.3135_7.8279_526_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Cholestane steroids",0,0,0,0,0,0,0,0,0,148770.4,0,8988295,833832.5,1234302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9789338,127886.7,1607172,0,0,0,0
"9545_459.4885_9.1924_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",2592615,0,6986503,6732397,108874.5,240227.9,508577,211706.9,1559862,2937011,2616576,0,0,5945043,1001803,1383881,1212928,1040605,858780.8,427815.5,2893999,0,24766130,641837,1352254,9444265,124979700,380425.5,0,0,1460285,355323.4,477021.1,161314.5,1123027
"9546_552.4995_12.2201_650_N/A_GalCer(d18:2/16:1); [M+H]+ C40H74N1O8_NA_Organic compounds_Lipids and lipid-like molecules_Sphingolipids_Ceramides",1689259,125849.1,2187042,54570.84,311311.5,7075.062,190279.5,406529.2,9247406,321995.4,0,0,0,0,0,26200.08,173621.1,15354.55,119255.2,222773.1,150447.9,234810.9,4949797,10192.41,1180026,0,251729.7,453211.6,0,361325.2,3552702,424000.8,0,19170.91,0
"9547_259.1541_8.2672_129_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Dihydrofurans_Furanones",6505259,8094429,6356718,30979890,5835027,1032101,780358.1,822428.4,4535981,1052249,476104.6,9567924,8387025,5718035,1107708,1215281,1933144,3579373,1938188,640995.3,5752242,814204.1,762747.5,1106074,891204.6,3297383,2005656,1150367,6188257,2340967,3155165,607321.7,725967.1,1932106,670928.4
"9549_670.1512_12.8269_172_N/A_Contaminants septum vial Thermo C4000-53 and C4000-54 serie_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",471448.7,6571.438,616477.9,0,2697564,0,400993.8,3581798,392525.8,611581.2,14826700,0,87312.89,3682.349,8347.269,8343428,1182952,0,0,136946,21462120,1424013,4394051,469639.7,242344.9,39076.43,7238511,429055,392852.1,421026.5,4300168,438796.1,14443.8,156461.7,0
"9557_188.0917_2.5208_590_N/A_Spectral Match to L-Tryptophan from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_NA",4195436,3297155,1976386,5645552,9378664,1806306,3884146,2646788,3830254,3124500,985300.8,1193106,2299218,4903160,2393933,2067119,4668668,3060224,3193580,2557229,4986202,3423799,1555054,4236550,2151553,3282687,4472463,2680864,2591140,5384805,6827406,2657795,2088191,2727161,2424931
"9558_485.3586_3.218_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",1519893,38798670,52108830,0,29609510,0,0,5902910,84082740,118549300,0,0,448418.6,2029178,2865023,0,0,35469970,23670810,51474140,64720070,73844120,0,0,3792555,37229240,32568050,63011670,0,651929.3,7917769,1210000,0,176111.6,0
"9559_261.1316_1.647_-1_N/A_Drospirenone_NA_no matches_no matches_no matches_no matches",13296190,8977477,23239370,28709940,36518990,1031469,1503566,7359157,16577830,15157470,41095600,2810873,9860962,8730711,1898770,669407.1,16502050,3495207,6422524,9538892,19159010,17806760,384003.3,720290.4,4480672,12017820,20703070,25392800,8005559,3249626,10035130,912092,540857.6,8979276,366625.6
"9560_301.1646_6.0857_1549_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_Amino acids, peptides, and analogues",1362630,5181565,2958749,2577003,6602928,2264165,1489379,2296553,2328276,1691001,1305850,2671736,1304312,2072352,2110165,2682779,2111790,3211340,3128335,1321206,5918108,7183386,1824486,1758574,3284753,2238514,5001811,3512762,3765907,1898244,3769550,3127549,1829818,1453544,1860292
"9561_358.3106_9.8504_-1_N/A_Massbank:FFF00243 Estrone_NA_no matches_no matches_no matches_no matches",2130602,6977657,3044399,2613107,1777168,2369750,2951220,5521963,12886950,3471204,21088420,52050880,43950960,9648649,8335096,6786234,4521633,2469415,3920658,1538850,1826935,3819467,4877595,1086524,7677688,3498865,3635973,2802119,9811376,4996321,3839300,2666954,6801476,1808322,2956157
"9562_221.1697_3.2624_274_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Anilides",12619310,15414840,12648580,0,84096040,0,0,1537875,64058240,113506300,189427.9,0,853249.1,762827.6,4788669,0,606254.5,3039701,26255770,37299420,71664530,76457620,0,0,1216165,38234170,28804880,52630830,0,2348967,1988669,649304.5,0,159452,0
"9563_196.0968_3.6579_91_N/A_Massbank:LU109901 4-Methoxy-2-methyl-N-phenylaniline_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",1700852,2714322,2591941,36488410,1551058,5922478,1203376,3767609,1846037,3760119,11530340,6008016,2929854,6002982,4842317,4127266,2509833,2312245,12417670,17481760,29705530,3968723,2168781,2369796,7648527,15740930,20992490,146306900,15474670,15318180,1357787,1878446,3373321,4966557,1756575
"9565_729.1227_11.4379_172_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",417522.1,597217.6,486112.8,724170.4,770160.7,273334,232434.3,1774822,257276.1,116275.5,964607.6,859706.3,450999.4,598464.9,1106775,489432.1,803813.3,554550.6,387376.4,189105.9,555644.4,411882.1,572822.7,107295.6,789825.3,298958.1,374825,412060.2,1008305,2669425,1640577,1816532,467629.5,1925489,476083.2
"9566_383.2239_8.5174_382_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",3269126,2664518,2168058,8757825,1949542,729274.1,2094402,906914.2,1572590,1343315,1238158,40531830,1965565,2499263,849184.5,1494839,918085.6,6016902,2084215,3013822,22261540,1856766,1695459,1255131,3150423,6876444,9173292,913651.9,5262316,2435475,835983.5,2065526,1397283,1628975,1294494
"9568_224.2122_7.0492_633_N/A_Auraptene_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",4357371,5267125,2129913,22269560,17313830,0,0,0,583253.6,1803722,4848771,0,0,1126116,0,0,0,8329778,4313518,9779600,40207570,34121970,0,0,279436.4,634778.9,3281089,7977936,0,0,3930874,0,107745.5,0,0
"9569_379.2243_5.659_1327_N/A_NA_Kahalalide_A_Kahalalide_A_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids",4347956,3248245,6489014,7886215,6181530,227540.5,0,216873.8,2571089,6195952,3332230,1045162,331903.5,1058304,0,235742,530142,6170690,4044219,6167236,8788220,9430922,254388.3,0,272137.9,2862768,6753822,10169180,1243870,1967415,2256890,0,482957.8,537655.4,252315.1
"9573_221.1698_3.057_274_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Anilides",15184000,15294230,27915680,56868380,50741750,0,0,2394796,12620360,29434620,92235580,0,379682.9,5339732,856891.3,0,580287.5,9975570,4181983,3278282,10236030,14815860,0,0,1952328,2646269,8676838,12176400,0,1047980,2566486,467774.6,0,220366.8,0
"9574_346.2013_3.295_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",2045206,4428291,2409840,1932932,1264912,7040215,2236411,1433913,2693392,1632165,2395669,2518314,1758812,2927250,4296339,1797876,1232596,4428096,1544218,2995212,1783771,2434645,1243553,1460456,4421024,2337655,3248851,915751.6,1939871,1082689,1636726,6204622,4017442,8481529,3405418
"9577_508.3634_10.2916_663_N/A_Spectral Match to Monopalmitolein (9c) from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",3956651,1734040,986729,6889958,2505199,843083.9,915566.4,3038098,2380028,3569672,974784.9,295004.6,2139387,1794489,622824.5,861373.8,2559099,2460803,3232641,4295485,3773722,13429660,9728580,2389839,7448891,10111170,5319314,2685066,1625970,1888319,2475856,4112112,4462717,7079408,1658293
"9579_390.2853_10.367_-1_N/A_Massbank:FFF00243 Estrone_NA_no matches_no matches_no matches_no matches",3721130,16895250,15678580,9426142,2455661,2440453,3655923,2432751,2903613,4506002,523672.8,2908453,1317098,5650846,2844920,3585368,4425620,1387802,6254684,2433368,2468145,1235098,791218.3,1065661,799007.1,5532613,7315700,3585761,1281769,3272918,2900444,810448.7,540900,1024731,1861293
"9580_744.1696_12.3034_172_N/A_Contaminants septum vial Thermo C4000-53 and C4000-54 serie_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",1450432,16948460,22287050,456141.8,0,2258557,75482.09,0,814702.4,25136.67,371064.1,371105.3,2944381,3495476,392386.5,2159255,0,246558.2,411080.7,8559234,17040520,290729.3,7576495,77288.02,26494080,4211505,410352.6,0,25725.08,65831.34,3600295,0,446696.2,0,1674914
"9581_427.3044_6.907_871_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",13732710,13465940,15713020,6008903,12133500,382836.3,1298790,1293257,6677992,1573791,260927.7,2845772,1825479,1771004,1630323,700644.7,1461226,11417380,5597837,9587072,2816957,4222520,731273.8,618020,926342.8,8509719,2478298,4390411,6468492,1650057,1313193,691568.5,728155.8,1399011,135175.2
"9583_357.2424_9.553_1087_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",2808564,1276827,730055,1610058,494317.5,15803770,0,256536.3,593457.2,2595162,1603851,2704553,798649.1,969717.2,1978492,684851.2,219781.7,1196051,892372.2,877462.9,2670532,1354496,809157.5,314118.5,311893.9,3740068,2017298,1045428,1377225,818697.2,1075011,990463.9,1632936,1191938,728549.8
"9585_476.1895_2.6528_2252_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",1235403,655809.8,427830.7,6948082,677712.7,173815.1,233828.8,0,1013755,1412043,7515081,1122915,351149.6,525163.1,0,138736.8,0,1721768,1171505,555189.1,16278590,603299,314515,420993.9,145560.6,1219991,1222175,7236377,2078277,928400.3,1295184,725052,0,837668.3,0
"9586_281.1861_5.2131_6_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids",0,591610.7,0,3740277,561234.1,510792.1,246243.7,222920,0,339920.2,482229.7,343146.8,356197.8,297612.7,350912.7,499353.8,421956.8,580310.6,1043349,484490.2,998172.2,452823.6,676563.3,437132,588827.1,523473.2,266585.6,571146.4,302184.3,599972.3,1483962,651668.5,699600.8,714180.7,154434.2
"9587_181.1004_0.5656_-1_N/A_Gamma-Aminobutyric Acid_NA_no matches_no matches_no matches_no matches",12874440,2606407,17089340,26794020,5451206,1345103,2547904,1376121,3957374,146192.3,17763330,256334.5,5737633,3664602,3208340,4611947,7007178,923310.6,204959.2,515480.1,4290461,249044,1539075,1378480,2398515,1082522,11150.76,2507857,1036101,2358013,902166.8,3758886,4245352,6901524,3867766
"9588_385.3471_12.4609_634_Spectral Match to (+)-4-Cholesten-3-one from NIST14_progesterone_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Ergostane steroids",1220182,57920.33,0,0,60408.4,18367.53,145771.9,138131,5666953,203491.4,27963.63,0,0,22506.95,24701.59,37954.91,142507.5,19615.32,47556.37,0,26277.85,24801.43,5232881,0,135248.4,16981.4,114876,202656.4,39341.88,76086.93,1882551,162065.1,14286.2,18058.5,12571.21
"9592_322.2224_3.1182_1301_N/A_NA_NA_Organic compounds_Alkaloids and derivatives_Lupin alkaloids_Cytisine and derivatives",823568.3,173108,391269.8,41175710,0,292865.9,214348.6,2005491,1748096,0,3313846,0,0,3827582,0,337645.9,0,1216835,360866.3,462851.2,24292820,0,357065.4,175818.4,1771640,4088129,195127.5,5462550,0,145993.2,3706770,260613.2,511149.3,694700.3,153293
"9594_686.1813_12.8681_184_Contaminant vial septum ThermoFisher C5000-44B_Contaminant vial septum ThermoFisher C5000-44B_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",6409.514,0,38861.67,0,202204.6,0,51735.65,405603.3,0,31612.11,84901.65,0,0,105974,0,109414,38242.62,0,18545.54,25877.31,51510.93,23921.64,106388.1,60116.98,144078.6,0,12035.55,73658.11,2560211,1446258,915425.2,1325959,0,1005295,81301.61
"9595_377.2686_11.3406_2011_N/A_Massbank:LU065501 Hydroxyprogesterone caproate|[(8R,9S,10R,13S,14S,17R)-17-acetyl-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] hexanoate_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",5931806,4912321,5828115,38820870,4592607,2636174,2896798,1163440,2668492,3386115,3804004,7241262,3434101,4748372,1488169,1712740,441227.8,2078801,912283.4,1029586,4770259,732550,624468.2,643965.6,845989.3,546149.3,1513917,1291954,809753.9,1558288,1043637,61489.54,251327.2,710299,1654278
"9597_638.3172_8.2066_1055_N/A_Astaxanthin_NA_Organic compounds_Phenylpropanoids and polyketides_Macrolactams_NA",3178776,4802903,1542313,540958.5,503292.4,463688.2,1120683,471084.7,5276564,889721.8,591051.7,2322087,5288593,1251366,1049479,438265.7,1089675,774153.5,972546.8,421535.8,880959.3,340314.9,2031888,422016.8,794151.6,3568914,1151330,598479.9,1361025,4372893,2072864,1511480,383453.4,1921209,337052.4
"9598_344.2795_10.8502_61_N/A_Massbank:LU033602 Oleyl sarcosine|Oleoyl sarcosine|2-[methyl-[(Z)-octadec-9-enoyl]amino]acetic acid_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",4880990,4133352,3931273,16387790,5661434,2381482,2505653,3098875,3721043,2640888,2321937,7839920,4991728,4700650,3703745,2901399,2870152,1114657,759208.7,625805.9,2201859,280682.9,857675.9,740215.6,1235855,1012707,938062,1421396,3551559,2431658,1230363,751765.2,922684.7,1476633,1031517
"9599_305.0915_2.6675_844_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA",80370700,144406200,126900500,17303890,5209515,549147.8,737272.1,8130753,691740.4,701727900,4358459,87083670,722647.7,2063074,1751345,3536358,6353765,78721850,129587300,92341830,17649670,4636819,658611.1,482206,6451464,579711.3,658075400,3486482,90907800,1305440,1473271,1365975,2204698,7062637,0
"9601_340.1004_8.4375_966_N/A_Spectral Match to Benzophenone from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_Carbonyl compounds",11697170,3584634,37282830,38915770,1227871,631278.2,881949.3,0,2964891,653613,224394.3,2647122,3067560,3581777,303998.9,138840.8,526535.2,3225305,681422.8,9025324,2214779,0,843459.1,1117369,0,1853430,1046788,4396622,1661366,138746.6,1004872,0,377305.9,126326.9,0
"9602_306.2639_3.5442_NA_NA_NA_NA_NA_NA_NA_NA",8409305,11506320,9536505,58452170,2413280,0,0,0,183391.5,255398.3,350764,0,0,2974313,0,0,0,8607566,13049090,8487258,58873210,2844297,139993.9,0,0,0,287223.4,182575.2,236486.4,192879.4,5407298,0,0,0,0
"9603_315.2164_9.8736_392_N/A_NCGC00385270-01_C20H28O4_5-[2-(3-Furyl)ethyl]-8-hydroxy-5,6,8a-trimethyl-3,4,4a,5,6,7,8,8a-octahydro-1-naphthalenecarboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",993094.1,1903638,2164151,1095413,1444022,940059.9,1720306,1559083,1930974,1024550,329463.7,432924.1,574996.5,6015108,407746.6,2474154,1506426,2121541,1818300,907903.2,1730761,651408.2,916256.7,548531.3,488997.2,2290231,885908.6,797302.9,382764.5,1390225,1619367,817062.5,1207185,910292.4,633834.9
"9606_363.2892_11.3879_879_N/A_B23A11_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids",9154219,4185876,5688529,38753650,1934212,288542.9,524873,313476.2,2783535,1215772,1119949,4021176,5039080,2868202,399787.7,542322.1,442588.5,458193.3,327763.2,620215.4,472409.4,355928.5,135050.4,206274,217941,495550.6,544240.5,853798.2,1842695,678232.9,927129.7,167764.4,227731.3,235374.3,519541.2
"9607_391.1965_6.7621_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",8335364,7364930,8290519,6410606,9595373,10324100,14789390,4328141,466362,1139975,2249999,1168791,2391890,2227986,2545360,405408.4,4490297,2182697,1451459,1281443,558825.7,1096649,1907294,2222638,1876057,535153.7,460740.4,739165.7,637893.2,1201759,614506.9,1071523,429243.9,210368.5,1404932
"9608_470.3255_7.7476_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",156322.4,0,0,37366370,0,0,0,145888,170563.9,0,782235.9,0,0,1443747,0,0,115591.9,134594.4,434239.3,0,28983370,254469,570127.6,199980.4,472873.7,338176.1,373755.6,551976.6,0,0,1751726,0,150975.9,0,0
"9609_639.0725_11.5651_172_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",765857.7,1700860,1305136,1173144,1320434,1121561,270889.3,3559571,968857.8,439296.4,765245.3,862031.2,1805449,1211862,2086974,1201261,366169.5,781521.5,382246.4,539014.1,1133479,913405.5,665727.2,501935.8,867214.4,455145.4,164717.6,1300854,271137.1,2945498,865406.1,1110230,780673.4,885819.1,1030937
"9610_303.1434_5.9681_1549_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_Amino acids, peptides, and analogues",2287598,5827138,5732589,2151386,6623068,1076949,822821.8,1059762,1986870,1138226,952167.8,1787477,806804.6,576474.7,511626.1,862738.8,1090592,5315474,2775735,2222431,2658506,2944364,460726.3,1110163,735349.2,4459418,1177748,595812,610023.7,865998.9,2697372,544554.6,577788,1261835,293204.7
"9611_612.3378_8.2287_7_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",3626679,2523897,1039478,498197.5,1749957,367538.8,941920.4,1871491,2230617,1146467,639055.1,3190943,2912559,1218870,842921.5,808266.4,1486144,2111910,347164.5,1144988,438211.4,662257.9,607380.6,679829.9,384941.3,544993.6,967574.8,493210.1,2843679,1030352,2354885,407389.6,405984.9,1327258,781546.3
"9612_318.2214_9.3941_195_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",5918998,6477077,7982406,3251477,8811908,3890155,4471225,9239482,62284080,2919372,3731106,2270529,64015950,1374349,47939050,9081072,3316710,3311467,2089703,4782125,807713.3,2020488,9709267,1033022,3175521,6645405,470713,6176333,321982.5,17440710,1359336,1688694,20549070,860730.5,57333120
"9613_374.1981_9.4294_772_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Coumarins and derivatives_NA",425302.8,533728.9,741741.3,1387384,144051.1,163335.8,0,0,368802.9,318471.3,552718.5,362740.4,5868807,451697.1,211171.8,167173.4,165227.9,586968.3,188218.2,1443062,582966.7,262894.3,456829,139342.2,331253.5,1748999,491712.9,757828.5,24494870,2032843,896705.7,118479,372833.5,655908.9,210101.5
"9614_485.1473_3.2116_844_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA",11459680,19618320,20152770,3112792,455542.5,456938.9,1723064,1125394,443167.5,43540870,866353.6,14908340,640119.4,1028323,457518.2,1586140,1266714,12663350,17598570,13988720,4357739,1588164,250527.7,321499.9,1439647,551934,122779300,545535.7,4788508,1552018,1132530,1009833,639055.9,536797.7,593954.8
"9615_218.1388_1.9285_2356_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organonitrogen compounds_Amines",1048008,1443960,2359860,1631098,539644.4,907983.4,1336403,1227829,1189581,738568.7,1857474,905154.4,465803.9,706324.4,480104.8,1352091,1056754,1049850,1092874,1153723,12084570,755033.3,1769022,964588.2,1379459,619756,2630035,2470008,1036991,530632.1,1436042,462381.3,2325635,2272899,926680.6
"9617_370.3105_10.0333_-1_N/A_Massbank:FFF00243 Estrone_NA_no matches_no matches_no matches_no matches",2986520,1708146,1961500,4397141,1707369,1489290,5107517,2172560,3766188,3348364,4058184,14263210,5663392,4765848,4066533,6388186,3730662,1245806,398408.9,1347756,774003.3,1151030,1272923,701827.6,1118297,1479658,1433177,1177413,19865650,3879630,1824182,1742775,1518987,1448021,1154657
"9618_508.2906_6.2949_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides",869404.3,3735535,3025073,1745099,874411.2,2143128,1879920,1558267,966369.5,2718220,3330976,999525.9,1474330,1238988,1553819,1376471,970281.1,3202437,3444073,2575075,1945043,1315423,1696268,1769623,2589496,2911357,4254187,1789753,742865.3,1429266,563541.7,1376360,1170733,1653095,1454955
"9619_476.3009_8.7941_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",699172.2,478255.8,516999.7,764039.9,487148.7,681643.4,664184.1,478879.3,2164760,4383244,759747.2,1143708,2360555,866870.2,2452446,617057.6,2832241,1402660,1154728,868954.8,361773.3,1877350,528491.9,1071752,966926.2,1565890,1352393,3250679,1426018,1306531,1769858,896644.9,2471369,2335030,766790.8
"9620_492.3319_7.7987_365_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid acids",8854060,5148646,2951649,681412.5,2614789,291558.5,234530.9,733334.6,862036.7,1518604,1463631,1170375,283712.7,699860.1,188418.5,1113638,400410.7,5715439,1783434,2536020,3242961,1965063,395937.8,391893.4,227154.5,1390742,1910281,676497.2,455246.7,499598.9,556687.1,176207.7,463042.4,324606.6,191622.3
"9622_283.1692_8.7289_337_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",3571022,1257764,1880441,2807915,1052712,736725.6,1642148,1878223,2930296,1979413,4102677,2443486,3594346,1097657,1248860,1719695,2961221,3929154,1762614,4204128,2909144,2671215,514072.1,1399622,846283.8,1157683,433754.7,1116514,1742730,584373.3,536843.1,2635025,1338893,1715638,1584141
"9624_461.3265_9.138_1016_N/A_bufalin_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Vitamin D and derivatives",4868321,737665.9,2214373,8933158,2987188,813276,602571.4,485218.8,1037565,1087709,13626900,1473627,633187.5,477472.1,353180.8,949005.6,449107.9,7336289,1330550,5064085,13095170,6183725,453269.5,320281.2,657719.5,322343.3,2064827,8825912,1700805,1169969,1650744,884512.2,646824.1,1379610,485274.5
"9625_368.2795_10.8292_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",7060980,13652360,7284302,7203883,11490880,2331011,4025805,4154791,11080900,5765341,1211312,2963368,2672906,2796045,4082095,2774039,6966550,2314207,2147216,759794.5,720700.4,1695524,1125318,1904171,1100833,2812030,1923048,1856161,1336611,561904.4,1251253,363703.2,1709044,2390739,2372733
"9626_485.3586_2.962_253_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_NA",10999040,8280679,15350890,56478450,24864180,0,0,1425405,9115786,15753270,82087480,0,0,2308597,443032.5,0,287508.8,4282304,10383370,9953847,11192790,14138790,0,0,1210540,2468097,10740320,9752047,0,525635.2,498560.2,341247.4,0,0,0
"9627_578.4078_11.6137_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",2084764,1772308,128732.1,26415.2,21254.55,857951.7,166982.3,2204402,547116.9,128237,8692016,478340,94674.88,14672260,469539,281981.2,54121.01,23910.72,4516545,6942331,0,180899,14495.03,658701.9,273894.9,505241.9,181922.7,19734.44,513484.4,2965073,1533374,2202133,158418.8,371090.4,228774
"9628_436.2545_9.3502_715_N/A_6-ethoxy-4-({4-[(4-methoxyphenyl)methyl]piperazinyl}methyl)chromen-2-one_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids",4345145,10625630,5924213,15635060,11231440,9518046,4655574,1579904,7346882,1059442,1225811,1416291,2188235,1788627,2387335,4232842,5295129,2095292,2602504,1160574,977865.1,2533451,485077.9,821037.9,590273.3,2644992,1078688,832885.9,3550537,1222220,984874.5,828031.6,279150.4,1083472,890940.6
"9631_568.3491_8.8565_1596_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Pyranodioxins_NA",651997,3006486,722929.6,475701.3,778127,1276002,652438.5,962459.9,1563208,962748.7,951934.9,1869646,1549491,1833079,1310914,1241003,5583037,1631052,1003233,484180.6,951376.6,1747808,906273,493938.5,912553.3,3654396,3444706,1938305,5224921,1338165,1009735,1559000,1251984,836250.2,941046.9
"9633_436.3271_7.4893_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",2015741,0,0,0,305822.5,0,0,0,911147.2,1199870,0,0,0,0,863560.4,793179.3,2197131,7164163,0,0,2794410,0,0,0,0,675508.3,808973.2,587287.7,0,0,1164014,641418.1,721637.7,573788.1,3259649
"9634_558.3264_8.5401_796_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Hydroxysteroids",7994235,12833320,15416840,6962660,10026450,791097.8,4794273,4983903,6820708,5558062,6324687,2948027,1560037,3813242,4222190,1965928,2144385,4131157,5518154,6790976,4916026,7140335,2636342,397863.2,3644119,3943904,3388688,2572876,4360154,2101850,1463493,331015.7,690568.5,415450,225837.6
"9635_308.2065_2.6743_1301_N/A_NA_NA_Organic compounds_Alkaloids and derivatives_Lupin alkaloids_Cytisine and derivatives",463221.2,144741.1,800536.1,23153250,260051.2,153313.7,153777.5,604831.2,896418.2,184450.5,464173.5,185823.6,444535.7,1306468,143337.4,197178.1,337068.4,716072.6,174602.4,466624.2,13731840,350576,239424.3,303585.2,452179.4,1332911,183572.4,1635715,249414.7,107304.1,1315722,141315.5,137476.6,234524.4,281245.3
"9636_272.2584_8.1079_-1_N/A_Massbank:FFF00095 Dehydroepiandrosterone_NA_no matches_no matches_no matches_no matches",1909569,8585784,1999137,20061750,342038.7,113148.7,165797.3,0,199525.2,320421.5,247532.8,0,783227.6,474636.2,0,184341.4,0,2026402,7097097,2739551,20176960,237210.1,599542.3,80160.24,525618.1,538140.8,1696859,246505.3,0,0,2645620,113906.7,118254.8,241576.7,192387.2
"9637_556.4581_12.1672_108_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Carboxylic acid derivatives",222751.3,142590.8,515399.9,169670.7,247015.5,20139.87,74849.94,379889,474099.1,123211.6,59791.54,375274.6,1185092,246212.8,16723.33,51819.62,302270,519919.1,291444.8,607833.9,747088.4,1744254,170453.8,147459.8,125112.9,385269.9,885478.2,1501829,4508994,540213.3,551285.8,210483.4,203218.1,463673.8,11479.76
"9638_426.2706_7.7447_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",3566782,3810728,6097455,4561262,3404524,1538283,4706712,6181857,5546814,2663020,1129340,1862695,2325888,3864791,6730082,5393047,8972205,338756.1,586244.5,1505521,4503888,1445328,1182047,808225.6,1295027,2266292,1151604,1432742,366550.5,802507.1,1183951,1712561,2174495,3383711,313763.7
"9639_790.1072_9.257_757_N/A_TG(20:5/20:5/20:5); [M+NH4]+ C63H96N1O6_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",5420528,8273306,11248990,15948630,28950530,0,0,0,4376033,3856423,159630600,27869270,23193810,34018330,0,0,724695.6,0,0,0,0,0,0,0,0,0,0,4657820,0,0,1459555,0,0,0,0
