ID1,ID2,EdgeType,Score,Annotation
5042,6776,MS1 annotation,3.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
5079,5539,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9940
5081,8305,MS1 annotation,2.000,[M+HFA+K]+ [M+Na]+ dm/z=61.9795
5103,5392,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9942
5107,6287,MS1 annotation,3.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0471
5107,7102,MS1 annotation,3.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0472
5109,7921,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9995
5109,9306,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9994
5112,6049,MS1 annotation,3.000,[M-H2O+NH4]+ [M-2H2O+NH4]+ dm/z=18.0106
5112,9352,MS1 annotation,3.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
5113,6749,MS1 annotation,3.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9790
5113,7578,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
5117,5821,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
5144,5147,MS1 annotation,3.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
5144,5159,MS1 annotation,3.000,[M-H2O+Na]+ [M-2H2O+Na]+ dm/z=18.0106
5147,5159,MS1 annotation,3.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9844
5149,6617,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
5166,8281,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
5166,7619,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
5166,6293,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
5168,5880,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0106
5168,10043,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
5177,9300,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9823
5181,7503,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0001
5181,9669,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9991
5184,11472,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9842
5184,6378,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
5192,11018,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9992
5212,10454,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9944
5224,5250,MS1 annotation,2.000,[M+NH4]+ [M+HFA+H]+ dm/z=28.9791
5224,7943,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0002
5240,8775,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
5240,5555,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0320
5250,6617,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
5272,10041,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0368
5278,8028,MS1 annotation,3.000,[M+ACN+NH4]+ [M+NH4]+ dm/z=41.0265
5278,5964,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
5278,6976,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9844
5287,5551,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9948
5287,8672,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0267
5293,8509,MS1 annotation,2.000,[M+HFA+H]+ [M+Na]+ dm/z=24.0224
5301,6457,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
5317,7037,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
5317,5360,MS1 annotation,4.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
5319,8302,MS1 annotation,5.000,[M-2H2O+H]+ [M+ACN+H]+ dm/z=77.0469
5319,8503,MS1 annotation,5.000,[M-H2O+H]+ [M+ACN+H]+ dm/z=59.0361
5319,9347,MS1 annotation,5.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9992
5319,6685,MS1 annotation,5.000,[M+H]+ [M+ACN+H]+ dm/z=41.0255
5327,8339,MS1 annotation,3.000,[M+HFA+Na]+ [M+K]+ dm/z=30.0314
5327,5669,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0264
5335,7729,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
5345,10455,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
5346,7224,MS1 annotation,2.000,[M+HFA+NH4]+ [M+H]+ dm/z=63.0324
5347,6206,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0266
5347,6361,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0266
5347,7357,MS1 annotation,4.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0002
5347,9923,MS1 annotation,4.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
5350,9883,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
5354,10799,MS1 annotation,4.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
5354,6621,MS1 annotation,4.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
5356,9007,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9938
5356,11755,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9990
5356,11334,MS1 annotation,2.000,[2M+2H]2+ [M+Na]+ dm/z=21.9831
5360,7037,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9923
5370,8389,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
5377,7175,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0373
5390,7669,MS1 annotation,3.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0002
5391,6785,MS1 annotation,4.000,[M+HFA+H]+ [M+ACN+H]+ dm/z=4.9790
5391,6065,MS1 annotation,4.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
5391,6692,MS1 annotation,4.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0000
5394,8579,MS1 annotation,2.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9838
5420,8706,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0368
5421,6723,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0265
5421,6618,MS1 annotation,5.000,[M-H2O+NH4]+ [M+NH4]+ dm/z=18.0105
5421,5732,MS1 annotation,5.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
5421,5589,MS1 annotation,2.000,[M-2H2O+NH4]+ [M+H]+ dm/z=18.9946
5429,5979,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0264
5429,7578,MS1 annotation,3.000,[M-H2O+NH4]+ [M+NH4]+ dm/z=18.0106
5430,6083,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0368
5436,10536,MS1 annotation,4.000,[M+Na]+ [M-2H2O+Na]+ dm/z=36.0207
5436,5703,MS1 annotation,4.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
5436,9929,MS1 annotation,4.000,[M-H2O+Na]+ [M-2H2O+Na]+ dm/z=18.0105
5436,9696,MS1 annotation,2.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9789
5452,7553,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0369
5452,10450,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9949
5460,10807,MS1 annotation,2.000,[2M+Fe-2H]+ [M+HFA+Na]+ dm/z=181.0479
5477,10544,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
5477,6966,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
5489,5883,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
5489,11245,MS1 annotation,2.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9790
5496,5720,MS1 annotation,3.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
5508,7295,MS1 annotation,3.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0106
5510,9703,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9950
5525,5575,MS1 annotation,4.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0000
5525,7710,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0106
5538,5620,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
5551,7125,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
5558,9696,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
5566,7521,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9951
5566,7946,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0362
5575,7710,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0106
5589,5741,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0002
5589,6618,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
5599,5686,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9818
5613,6785,MS1 annotation,4.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
5613,5868,MS1 annotation,4.000,[M-H2O+NH4]+ [M-2H2O+NH4]+ dm/z=18.0106
5613,6753,MS1 annotation,4.000,[M-H2O+NH4]+ [M-2H2O+NH4]+ dm/z=18.0106
5623,7164,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
5623,5625,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9994
5633,7943,MS1 annotation,3.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
5649,6079,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
5649,5760,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9947
5650,7648,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
5661,11623,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
5672,8276,MS1 annotation,2.000,[M+NH4]+ [M+HFA+H]+ dm/z=28.9790
5673,6006,MS1 annotation,4.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0002
5673,7339,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0107
5676,8071,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0267
5680,7004,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0264
5680,5703,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0265
5683,8332,MS1 annotation,2.000,[M+K]+ [M+ACN+Na]+ dm/z=25.0528
5697,6696,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
5697,7092,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
5703,10536,MS1 annotation,4.000,[M+Na]+ [M+K]+ dm/z=15.9743
5703,9929,MS1 annotation,4.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9845
5703,7004,MS1 annotation,3.000,[M+H]+ [M+H]+ dm/z=0.0002
5709,6776,MS1 annotation,3.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0476
5732,6723,MS1 annotation,5.000,[M+H]+ [M-H2O+H]+ dm/z=18.0106
5732,6618,MS1 annotation,5.000,[M-H2O+NH4]+ [M-H2O+H]+ dm/z=17.0266
5732,6618,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
5739,6550,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0275
5743,7950,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9945
5746,8489,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9992
5746,5805,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
5747,8161,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9998
5754,7643,MS1 annotation,5.000,[M+K]+ [M+K]+ dm/z=0.0000
5754,6049,MS1 annotation,5.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9950
5754,6051,MS1 annotation,5.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9950
5754,6108,MS1 annotation,5.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9949
5754,7643,MS1 annotation,4.000,[M+H]+ [M+H]+ dm/z=0.0000
5754,6446,MS1 annotation,4.000,[M-2H2O+NH4]+ [M+H]+ dm/z=18.9949
5754,6366,MS1 annotation,4.000,[M-2H2O+NH4]+ [M+H]+ dm/z=18.9950
5754,11417,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9942
5762,6700,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0264
5762,6799,MS1 annotation,5.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
5763,10069,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9944
5805,8489,MS1 annotation,3.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9992
5817,8009,MS1 annotation,5.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
5817,5869,MS1 annotation,5.000,[M-H2O+NH4]+ [M-H2O+NH4]+ dm/z=0.0000
5817,6377,MS1 annotation,5.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
5817,5947,MS1 annotation,5.000,[M-2H2O+NH4]+ [M-H2O+NH4]+ dm/z=18.0106
5820,5873,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9948
5826,7296,MS1 annotation,3.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9840
5834,8606,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
5868,6993,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0265
5868,6276,MS1 annotation,5.000,[M-2H2O+NH4]+ [M+NH4]+ dm/z=36.0211
5868,6753,MS1 annotation,5.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
5868,6870,MS1 annotation,5.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9788
5868,6785,MS1 annotation,4.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9840
5868,6753,MS1 annotation,4.000,[M-H2O+NH4]+ [M-H2O+NH4]+ dm/z=0.0000
5869,8009,MS1 annotation,5.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9839
5869,6377,MS1 annotation,5.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9839
5869,5947,MS1 annotation,5.000,[M-2H2O+NH4]+ [M-H2O+NH4]+ dm/z=18.0106
5869,7987,MS1 annotation,2.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9844
5871,11229,MS1 annotation,2.000,[2M+NH4]+ [M+ACN+H]+ dm/z=122.0577
5880,10043,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
5881,5996,MS1 annotation,2.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9841
5894,7622,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0265
5896,10486,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0368
5896,10449,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
5923,6556,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9559
5940,6049,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0370
5940,9333,MS1 annotation,3.000,[M+HFA+H]+ [M-H2O+H]+ dm/z=64.0158
5941,7773,MS1 annotation,2.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9951
5944,6289,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
5947,8009,MS1 annotation,5.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
5947,6377,MS1 annotation,5.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
5947,7987,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0263
5949,6230,MS1 annotation,3.000,[M+K]+ [M+K]+ dm/z=0.0001
5949,7530,MS1 annotation,3.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9946
5963,9125,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9999
5964,8028,MS1 annotation,3.000,[M+ACN+NH4]+ [M+H]+ dm/z=58.0530
5970,9194,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
5970,9551,MS1 annotation,4.000,[M+H]+ [M-H2O+H]+ dm/z=18.0095
5978,7412,MS1 annotation,3.000,[M+HFA+NH4]+ [M+HFA+NH4]+ dm/z=0.0001
5978,7304,MS1 annotation,3.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0319
5979,7578,MS1 annotation,3.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9843
5979,6749,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
5992,7327,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0106
5994,8683,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0107
5994,8683,MS1 annotation,3.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0107
5994,10061,MS1 annotation,3.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
6006,7339,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0105
6034,6477,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9997
6044,7622,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0369
6049,7643,MS1 annotation,5.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
6049,6051,MS1 annotation,5.000,[M-2H2O+Na]+ [M-2H2O+Na]+ dm/z=0.0000
6049,6108,MS1 annotation,5.000,[M-2H2O+Na]+ [M-2H2O+Na]+ dm/z=0.0000
6049,9333,MS1 annotation,3.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9789
6049,9352,MS1 annotation,3.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
6051,7643,MS1 annotation,5.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
6051,6108,MS1 annotation,5.000,[M-2H2O+Na]+ [M-2H2O+Na]+ dm/z=0.0000
6065,6785,MS1 annotation,4.000,[M+HFA+H]+ [M+NH4]+ dm/z=28.9792
6065,6692,MS1 annotation,4.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0002
6102,9672,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9994
6108,7643,MS1 annotation,5.000,[M+K]+ [M-2H2O+Na]+ dm/z=51.9950
6116,6276,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6118,10283,MS1 annotation,6.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6118,10535,MS1 annotation,6.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
6118,6308,MS1 annotation,6.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
6118,7765,MS1 annotation,6.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6118,6497,MS1 annotation,6.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6122,7373,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0319
6123,9651,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6131,6160,MS1 annotation,4.000,[M+NH4]+ [M+NH4]+ dm/z=0.0001
6131,6844,MS1 annotation,4.000,[M-H2O+NH4]+ [M+NH4]+ dm/z=18.0104
6131,8542,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0264
6131,8844,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0320
6132,6365,MS1 annotation,3.000,[M+HFA+K]+ [M+HFA+K]+ dm/z=0.0001
6132,8579,MS1 annotation,3.000,[M+Na]+ [M+HFA+K]+ dm/z=61.9787
6132,6365,MS1 annotation,3.000,[M+K]+ [M+K]+ dm/z=0.0001
6132,7164,MS1 annotation,3.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9836
6135,10489,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9841
6160,6844,MS1 annotation,4.000,[M-H2O+NH4]+ [M+NH4]+ dm/z=18.0105
6160,8542,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6165,6248,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9991
6176,6965,MS1 annotation,2.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9835
6192,11275,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
6197,6268,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0266
6206,6361,MS1 annotation,4.000,[M+H]+ [M+H]+ dm/z=0.0000
6206,7357,MS1 annotation,4.000,[M+ACN+H]+ [M+H]+ dm/z=41.0268
6206,6361,MS1 annotation,4.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0000
6206,11472,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
6230,7530,MS1 annotation,3.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9947
6232,10940,MS1 annotation,2.000,[M+H]+ [M+ACN+NH4]+ dm/z=58.0532
6239,7286,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0266
6246,8880,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0377
6260,9419,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9818
6264,11275,MS1 annotation,2.000,[M+H]+ [M-H2O+NH4]+ dm/z=0.9843
6276,6993,MS1 annotation,5.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9946
6276,6753,MS1 annotation,5.000,[M+NH4]+ [M-2H2O+NH4]+ dm/z=36.0211
6276,6870,MS1 annotation,5.000,[M+HFA+H]+ [M-2H2O+NH4]+ dm/z=64.9999
6287,7102,MS1 annotation,3.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0001
6287,9312,MS1 annotation,2.000,[M+ACN+Na]+ [M+K]+ dm/z=25.0523
6288,10119,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9558
6288,8823,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0371
6308,10283,MS1 annotation,6.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
6308,10535,MS1 annotation,6.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
6308,7765,MS1 annotation,6.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
6308,6497,MS1 annotation,6.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6310,7516,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0368
6310,10449,MS1 annotation,2.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0476
6320,7164,MS1 annotation,2.000,[M-2H2O+Na]+ [M+K]+ dm/z=51.9951
6340,8899,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0375
6340,7903,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0269
6344,8869,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6352,8841,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
6361,7357,MS1 annotation,4.000,[M+ACN+H]+ [M+H]+ dm/z=41.0268
6361,11472,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
6361,6378,MS1 annotation,2.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0477
6365,8579,MS1 annotation,3.000,[M+Na]+ [M+HFA+K]+ dm/z=61.9786
6365,7164,MS1 annotation,3.000,[M-H2O+Na]+ [M+K]+ dm/z=33.9836
6366,7643,MS1 annotation,4.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9950
6366,6446,MS1 annotation,4.000,[M-2H2O+NH4]+ [M-2H2O+NH4]+ dm/z=0.0000
6377,8009,MS1 annotation,5.000,[M+H]+ [M+H]+ dm/z=0.0000
6400,8667,MS1 annotation,3.000,[M+NH4]+ [M+NH4]+ dm/z=0.0000
6408,8806,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9944
6409,10259,MS1 annotation,3.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9841
6409,10876,MS1 annotation,3.000,[M-2H2O+NH4]+ [M+H]+ dm/z=18.9947
6418,8908,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0369
6445,9565,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0368
6446,7643,MS1 annotation,4.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9950
6447,6471,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9994
6462,8745,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0001
6462,8810,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
6473,9069,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0002
6476,10130,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0267
6483,9058,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0265
6489,8739,MS1 annotation,4.000,[M+H]+ [M-2H2O+H]+ dm/z=36.0212
6489,10121,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0106
6494,6755,MS1 annotation,3.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
6497,10283,MS1 annotation,6.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0000
6497,10535,MS1 annotation,6.000,[M+NH4]+ [M+ACN+H]+ dm/z=24.0000
6497,7765,MS1 annotation,6.000,[M+ACN+H]+ [M+ACN+H]+ dm/z=0.0000
6516,6518,MS1 annotation,2.000,[M+H]+ [M+HFA+NH4]+ dm/z=63.0321
6520,8734,MS1 annotation,2.000,[M-H2O+NH4]+ [M+H]+ dm/z=0.9841
6532,10811,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0001
6554,6690,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
6557,6981,MS1 annotation,3.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0381
6557,6688,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
6560,6566,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=24.0000
6565,6570,MS1 annotation,2.000,[M+ACN+H]+ [M+NH4]+ dm/z=23.9999
